,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.96,0.35,0.11,0.11,0.0,0.72,0.4,0.05,0.56,0.31,0.0,0.72,0.0,0.35,0.29
e-bio-flow.csv,0.33,0.19,0.3,0.08,0.0,0.72,1.0,0.0,0.25,0.3,0.03,0.69,0.0,0.67,0.17
haggle.csv,0.43,0.24,0.16,0.15,0.0,1.0,0.41,0.03,0.26,0.27,0.1,0.0,0.0,0.42,0.25
hannosset.csv,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.2,1.0,1.0,0.41,0.0,0.5,0.0
jas.csv,0.5,0.42,0.14,0.19,0.0,0.62,0.27,0.05,0.0,0.11,0.0,0.54,1.0,0.38,0.26
jbpm.csv,0.5,0.38,0.06,1.0,0.0,0.62,0.42,0.0,0.0,0.0,0.0,0.5,0.16,0.44,0.05
jgossipforum.csv,0.67,0.33,0.0,0.14,0.5,0.0,0.4,0.83,0.0,1.0,0.0,0.81,0.0,0.6,0.0
joustsim.csv,0.65,0.05,0.17,0.12,0.0,0.83,0.5,0.1,1.0,0.29,0.04,0.69,0.2,0.6,0.35
log4net.csv,0.0,0.0,0.5,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,1.0,0.55,0.25,0.07,0.0,0.86,0.5,0.0,0.0,1.0,0.2,0.75,0.0,0.8,0.33
ngl.csv,0.46,0.22,0.19,0.14,0.03,0.74,0.46,0.03,0.19,0.19,0.07,0.98,0.08,0.37,0.22
nunit.csv,0.42,0.26,0.16,0.37,0.0,0.75,0.39,0.01,0.2,0.05,0.08,0.59,0.15,0.39,1.0
piccolo2d.csv,0.0,0.0,1.0,0.13,0.0,1.0,0.47,0.0,0.04,0.0,0.0,1.0,0.04,0.5,0.43
sblim.csv,0.0,0.95,0.67,0.41,0.0,0.86,0.5,0.0,0.0,0.0,0.0,0.29,0.0,0.54,0.5
wsmt.csv,0.5,0.16,0.04,0.13,0.05,0.84,0.44,0.08,0.27,0.4,0.04,0.69,0.0,0.97,0.2
