,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.97,0.77,0.86,0.79,0.8,0.65,0.88,0.63,0.76,0.86,0.65,0.44,0.77,0.63,0.96,0.61,0.98,0.57,0.83
apolloplayer.csv,0.92,0.81,0.75,0.51,0.67,0.61,0.63,0.7,0.93,0.9,0.69,0.38,0.83,0.56,0.68,0.61,0.65,0.59,0.83
auber.csv,0.86,0.56,0.56,0.63,0.62,0.58,0.69,0.51,0.48,0.52,0.69,0.55,0.87,0.74,0.52,0.96,0.72,0.52,0.49
cortex-vfx.csv,0.98,0.93,0.93,0.96,0.99,0.89,0.98,0.96,0.77,0.95,0.94,0.92,0.75,0.94,0.98,0.88,0.9,0.5,0.88
growl-for-windows.csv,0.69,0.59,0.59,0.47,0.57,0.66,0.71,0.62,0.52,0.83,0.61,0.44,0.86,0.6,0.65,0.57,0.76,0.56,0.43
ifmo-game-1.csv,0.96,0.8,0.5,0.5,0.96,0.86,0.75,0.0,0.91,0.86,0.0,0.88,0.0,0.0,0.75,0.8,0.89,0.0,0.0
ildjit.csv,0.5,0.0,0.5,0.96,0.99,0.67,0.8,0.8,0.0,0.83,0.5,0.67,0.0,0.67,0.8,0.86,0.98,0.0,0.0
jfreereport.csv,0.91,0.96,0.95,0.85,0.99,0.84,0.99,0.8,0.87,0.95,0.63,0.73,0.6,0.98,0.97,0.95,0.67,0.71,0.85
keyczar.csv,0.94,0.46,0.83,0.96,0.81,0.68,0.57,0.53,0.91,0.77,0.95,0.0,0.44,0.95,0.75,0.66,0.82,0.75,0.77
moast.csv,0.46,0.45,0.33,0.37,0.4,0.47,0.51,0.46,0.46,0.41,0.41,0.48,0.47,0.42,0.32,0.43,0.42,0.35,0.47
opde.csv,0.68,0.93,0.72,0.51,0.54,0.57,0.59,0.7,0.55,0.57,0.51,0.37,0.78,0.64,0.48,0.42,0.52,0.64,0.48
openfrag.csv,0.4,0.47,0.41,0.41,0.4,0.51,0.59,0.52,0.44,0.43,0.47,0.35,0.8,0.47,0.35,0.41,0.47,0.54,0.5
passwordsafe.csv,0.73,0.5,0.64,0.43,0.62,0.55,0.75,0.66,0.74,0.59,0.54,0.5,0.52,0.64,0.57,0.51,0.75,0.58,0.51
ppcboot.csv,0.76,0.56,0.83,0.67,0.56,0.68,0.76,0.59,0.56,0.6,0.66,0.5,0.9,0.64,0.66,0.44,0.73,0.94,0.63
quark.csv,0.94,0.0,0.5,0.0,0.99,0.5,0.0,0.0,0.86,0.88,0.67,0.92,0.0,0.94,0.97,0.57,0.0,0.67,0.0
super-tux.csv,0.4,0.44,0.37,0.4,0.43,0.44,0.57,0.42,0.44,0.39,0.38,0.41,0.44,0.43,0.39,0.47,0.42,0.39,0.42
synergyspace.csv,0.96,0.89,0.83,0.64,0.98,0.75,0.66,0.89,0.9,0.92,0.96,0.41,0.75,0.94,0.97,0.8,0.5,0.94,0.5
wikipediardware.csv,0.39,0.43,0.35,0.37,0.4,0.41,0.47,0.41,0.44,0.4,0.4,0.34,0.43,0.39,0.3,0.38,0.4,0.37,0.44
xtreemfs.csv,0.45,0.43,0.34,0.51,0.43,0.42,0.81,0.43,0.44,0.37,0.44,0.71,0.44,0.38,0.34,0.46,0.42,0.5,0.58
