,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.11,0.82,0.65,0.79,0.79,0.85,0.76,0.76,0.86,0.79,0.65,0.71,0.82,0.75,0.94,1.17,0.76,0.63,0.91
apolloplayer.csv,0.78,0.12,0.88,1.09,0.74,0.73,0.76,0.72,1.08,0.93,0.58,0.79,0.9,0.77,0.6,1.15,0.71,0.8,0.75
auber.csv,0.68,0.78,0.68,0.93,0.59,0.77,0.53,0.87,0.38,0.01,0.51,0.6,0.86,0.49,0.5,0.91,0.64,0.89,0.49
cortex-vfx.csv,0.8,0.84,0.74,1.0,0.87,0.75,0.72,0.73,0.72,0.82,0.66,0.79,0.92,0.83,0.87,0.96,0.08,0.94,0.89
growl-for-windows.csv,0.74,0.79,0.75,0.77,0.64,0.73,0.76,0.64,0.55,0.73,0.77,0.81,0.91,0.82,0.83,0.29,0.75,0.0,0.87
ifmo-game-1.csv,0.93,0.92,0.96,1.0,0.98,0.0,0.99,0.98,0.99,0.96,1.0,0.93,1.0,0.98,1.0,0.99,0.97,1.0,1.0
ildjit.csv,1.0,0.96,0.92,0.07,0.91,1.0,0.98,0.94,0.99,0.96,1.0,1.0,1.0,0.98,1.0,0.97,0.81,1.0,1.0
jfreereport.csv,0.91,0.84,0.75,0.75,0.1,0.95,0.76,0.86,1.02,0.85,0.73,0.96,0.87,0.84,0.97,1.04,0.65,0.69,0.89
keyczar.csv,0.82,0.83,0.76,0.85,0.82,0.5,0.93,0.82,0.76,0.74,0.82,1.0,0.06,0.85,0.82,0.54,0.76,0.9,0.72
moast.csv,0.7,0.97,0.82,0.69,0.88,0.65,0.73,0.77,0.51,0.66,0.68,0.76,0.83,0.75,0.68,0.0,0.97,0.92,0.67
opde.csv,0.63,0.84,0.0,0.81,0.61,0.55,0.97,0.54,0.49,0.68,0.79,0.91,0.68,0.67,0.83,0.73,0.62,0.69,0.94
openfrag.csv,0.87,0.63,0.72,0.96,0.68,0.7,0.93,0.08,0.64,0.64,0.63,0.62,0.86,0.61,0.58,0.41,0.72,0.63,0.82
passwordsafe.csv,0.55,0.47,0.64,0.87,0.57,0.62,0.56,0.73,1.05,0.48,0.51,0.52,0.67,0.07,0.52,0.5,0.59,0.45,0.54
ppcboot.csv,0.58,0.72,0.67,0.75,0.63,0.54,0.04,0.53,0.61,0.47,0.75,0.42,0.88,0.65,0.67,0.42,0.67,0.59,0.57
quark.csv,0.84,1.0,0.96,1.0,0.85,1.0,1.0,1.0,0.93,0.94,1.0,0.08,1.0,0.9,0.93,1.17,1.0,0.92,1.0
super-tux.csv,0.99,1.0,0.96,1.0,0.65,0.97,1.0,0.98,0.0,1.0,0.62,0.81,1.0,1.0,0.38,0.16,0.98,0.87,1.0
synergyspace.csv,1.0,0.79,0.92,0.95,0.94,0.86,0.83,0.91,0.9,0.9,0.12,0.88,0.94,0.9,0.91,1.01,0.99,0.66,0.81
wikipediardware.csv,0.94,0.81,0.85,0.84,0.92,0.82,0.74,0.77,0.61,0.73,0.83,1.0,0.87,0.67,0.9,0.93,0.91,1.03,0.05
xtreemfs.csv,0.68,0.51,0.76,0.89,0.6,0.74,0.89,0.75,0.55,0.63,0.71,0.8,0.78,0.62,0.02,0.3,0.84,0.7,0.75
