,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,1.0,0.23,0.64,0.25,0.12,0.05,0.54,0.52,0.92,0.68,0.24,0.22,0.77,0.33,0.79,0.49,0.46,0.71,0.67
apolloplayer.csv,0.18,1.0,0.75,0.09,0.13,0.08,0.55,0.54,0.87,0.5,0.27,0.23,0.83,0.33,0.93,0.54,0.25,0.65,0.72
auber.csv,0.23,0.2,0.38,0.11,0.19,0.08,0.65,0.5,0.99,1.0,0.31,0.3,0.67,0.7,0.92,0.85,0.26,0.52,0.83
cortex-vfx.csv,0.18,0.29,0.5,0.04,0.16,0.11,0.64,0.78,0.97,0.62,0.56,0.23,1.0,0.59,0.98,0.72,1.0,1.0,0.62
growl-for-windows.csv,0.13,0.2,0.33,0.26,0.18,0.08,0.54,0.61,0.97,0.56,0.19,0.18,0.64,0.3,0.8,0.98,0.2,1.0,0.73
ifmo-game-1.csv,0.12,0.4,0.5,0.0,0.15,1.0,0.25,1.0,0.82,0.43,0.0,0.12,0.0,1.0,0.25,0.6,0.22,0.0,0.0
ildjit.csv,0.0,1.0,1.0,1.0,0.16,0.0,0.4,0.8,1.0,0.5,0.0,0.0,0.0,0.33,0.2,0.86,0.34,0.0,0.0
jfreereport.csv,0.07,0.18,0.36,0.22,0.99,0.03,0.52,0.43,0.9,0.55,0.21,0.08,0.72,0.27,0.59,0.45,0.32,0.68,0.6
keyczar.csv,0.13,0.18,0.35,0.22,0.14,0.14,0.5,0.52,1.0,0.55,0.25,0.0,1.0,0.28,0.79,1.0,0.22,0.5,0.85
moast.csv,0.15,0.22,0.33,0.28,0.14,0.11,0.56,0.54,0.97,0.61,0.22,0.19,0.76,0.38,0.88,1.0,0.2,0.59,0.79
opde.csv,0.17,0.29,1.0,0.23,0.17,0.13,0.52,0.75,1.0,0.57,0.17,0.2,0.89,0.42,0.81,0.91,0.26,0.68,0.72
openfrag.csv,0.14,0.27,0.39,0.24,0.16,0.09,0.53,1.0,0.96,0.62,0.25,0.25,0.67,0.43,0.89,0.95,0.24,0.71,0.72
passwordsafe.csv,0.22,0.37,0.44,0.2,0.2,0.11,0.63,0.58,0.89,0.8,0.31,0.31,0.8,1.0,0.94,0.93,0.33,0.81,0.81
ppcboot.csv,0.22,0.23,0.5,0.22,0.16,0.12,0.98,0.67,0.96,0.75,0.21,0.36,0.7,0.46,0.88,0.95,0.26,0.88,0.89
quark.csv,0.33,0.0,0.5,0.0,0.18,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.35,0.79,0.48,0.0,1.0,0.0
super-tux.csv,0.14,0.23,0.36,0.23,0.16,0.09,0.53,0.56,1.0,0.55,0.25,0.16,0.76,0.36,0.93,0.99,0.21,0.57,0.73
synergyspace.csv,0.0,0.56,0.33,0.09,0.18,0.25,0.54,0.67,1.0,0.58,1.0,0.19,0.75,0.38,0.93,0.2,0.5,0.81,0.74
wikipediardware.csv,0.12,0.26,0.35,0.24,0.14,0.09,0.53,0.59,0.97,0.6,0.21,0.2,0.77,0.43,0.85,0.89,0.23,0.55,1.0
xtreemfs.csv,0.14,0.34,0.34,0.13,0.18,0.08,0.48,0.54,0.98,0.62,0.21,0.21,0.74,0.42,1.0,0.96,0.21,0.72,0.83
