,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.44,0.02,0.61,0.16,0.16,0.56,0.82,0.22,0.14,0.34,0.67,0.34,0.47
flylinkdc.csv,0.64,0.85,0.43,0.61,0.16,0.6,0.85,0.11,0.14,0.47,0.56,0.33,0.49
fw4spl.csv,0.38,0.43,0.33,0.62,0.36,0.3,0.64,0.19,0.11,0.39,0.34,0.32,0.44
grisbi.csv,0.49,0.9,0.43,0.68,0.23,0.65,0.88,0.22,0.14,0.49,0.69,0.41,0.54
mesa3d.csv,0.34,0.54,0.41,0.49,0.23,0.65,0.65,0.21,0.13,0.37,0.61,0.43,0.52
nuttx.csv,0.49,0.81,0.13,0.37,0.24,0.63,0.31,0.19,0.13,0.44,0.38,0.2,0.4
panda3d.csv,0.22,0.73,0.37,0.64,0.21,0.53,0.74,0.25,0.09,0.49,0.55,0.3,0.37
proftp.csv,0.39,0.21,0.2,0.35,0.11,0.73,0.42,0.0,0.0,0.3,0.06,0.26,0.49
qmmp.csv,0.45,0.69,0.43,0.44,0.26,0.53,0.82,0.16,0.09,0.34,0.72,0.3,0.34
skia.csv,0.52,0.34,0.31,0.55,0.26,0.7,0.75,0.0,0.12,0.41,0.47,0.38,0.63
tart.csv,0.42,0.19,0.29,0.67,0.24,0.65,0.9,0.21,0.3,0.38,0.56,0.22,0.45
tcvp.csv,0.04,0.01,0.05,0.0,0.12,0.0,0.03,0.4,0.0,0.0,0.0,0.0,0.06
utgb.csv,0.37,0.74,0.3,0.71,0.24,0.4,0.53,0.2,0.09,0.36,0.34,0.24,0.35
