,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.38,0.0,0.38,0.13,0.08,0.47,0.15,0.31,0.75,0.15,0.21,0.08,0.22
badtrinity-zero.csv,0.42,0.43,0.68,0.68,0.28,0.42,0.42,0.88,0.41,0.13,0.75,0.18,0.15
betoffice.csv,0.49,0.46,0.64,0.59,0.59,0.24,0.29,0.57,0.47,0.14,0.81,0.15,0.12
exordium.csv,0.41,0.17,0.48,0.48,0.28,0.54,0.68,0.82,0.39,0.31,0.45,0.29,0.31
fltk.csv,0.53,0.45,0.56,0.71,0.36,0.4,0.51,0.78,0.45,0.2,0.68,0.3,0.27
gabel.csv,0.4,0.17,0.32,0.54,0.11,0.54,0.53,0.61,0.27,0.36,0.58,0.32,0.22
genoviz.csv,0.32,0.0,0.31,0.1,0.04,0.4,0.19,0.24,0.23,0.2,0.22,0.0,0.71
irrlicht.csv,0.49,0.49,0.0,0.73,0.67,0.42,0.4,0.92,0.46,0.15,0.76,0.16,0.18
nug.csv,0.68,0.17,0.35,0.08,0.53,0.42,0.29,0.3,0.55,0.28,0.44,0.19,0.21
rezilla.csv,0.48,0.67,0.62,0.46,0.5,0.32,0.43,0.81,0.31,0.29,0.57,0.09,0.1
toped.csv,0.56,0.48,0.56,0.69,0.54,0.38,0.43,0.87,0.4,0.14,0.76,0.17,0.2
xmemcached.csv,0.48,0.49,0.56,0.61,0.69,0.65,0.39,0.73,0.48,0.15,0.77,0.19,0.19
zoolib.csv,0.33,0.15,0.43,0.54,0.4,0.38,0.47,0.67,0.41,0.38,0.51,0.33,0.25
