,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.44,0.0,0.33,0.1,0.05,0.62,0.13,0.23,0.86,0.29,0.15,0.19,0.67
badtrinity-zero.csv,0.13,0.5,0.68,0.61,0.25,0.59,0.59,0.76,0.5,0.29,0.59,0.61,0.48
betoffice.csv,0.37,0.2,0.24,0.45,0.6,0.36,0.4,0.37,0.62,0.51,0.34,0.32,0.09
exordium.csv,0.4,0.13,0.42,0.39,0.23,0.7,0.83,0.7,0.44,0.75,0.36,0.61,0.84
fltk.csv,0.61,0.5,0.52,0.68,0.33,0.53,0.71,0.69,0.27,0.66,0.57,0.4,0.77
gabel.csv,0.39,0.13,0.27,0.46,0.09,0.64,0.65,0.49,0.32,0.76,0.48,0.37,0.6
genoviz.csv,0.28,0.0,0.23,0.06,0.02,0.3,0.13,0.17,0.23,0.29,0.16,0.0,0.98
irrlicht.csv,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.05,0.0
nug.csv,0.76,0.13,0.33,0.05,0.53,0.51,0.4,0.22,0.73,0.64,0.33,0.65,0.59
rezilla.csv,0.3,0.75,0.57,0.42,0.5,0.39,0.63,0.0,0.39,0.65,0.47,0.38,0.35
toped.csv,0.62,0.21,0.51,0.44,0.54,0.2,0.51,0.8,0.33,0.37,0.53,0.56,0.33
xmemcached.csv,0.61,0.0,0.38,0.54,0.7,0.78,0.27,0.33,0.63,0.09,0.51,0.64,0.27
zoolib.csv,0.33,0.13,0.35,0.44,0.4,0.55,0.6,0.55,0.55,0.66,0.41,0.7,0.61
