,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.35,0.0,0.55,0.28,0.4,0.38,0.29,0.71,0.65,0.11,0.78,0.06,0.13
badtrinity-zero.csv,0.29,0.39,0.68,0.61,0.38,0.32,0.28,0.91,0.29,0.09,0.79,0.1,0.08
betoffice.csv,0.33,0.31,0.49,0.52,0.55,0.18,0.19,0.77,0.34,0.08,0.76,0.08,0.06
exordium.csv,0.5,0.4,0.71,0.84,0.47,0.44,0.57,0.9,0.38,0.19,0.88,0.19,0.19
fltk.csv,0.37,0.43,0.67,0.77,0.46,0.27,0.39,0.94,0.3,0.11,0.81,0.26,0.16
gabel.csv,0.46,0.4,0.56,0.79,0.38,0.48,0.46,0.92,0.27,0.24,0.82,0.32,0.14
genoviz.csv,0.5,0.0,0.83,1.0,0.5,0.86,1.0,1.0,0.26,0.17,0.88,0.0,0.56
irrlicht.csv,0.32,0.32,0.0,0.57,0.5,0.26,0.25,0.85,0.3,0.08,0.81,0.09,0.1
nug.csv,0.62,0.4,0.42,0.67,0.48,0.38,0.23,0.67,0.4,0.18,0.84,0.11,0.13
rezilla.csv,0.33,0.61,0.51,0.55,0.49,0.3,0.31,0.82,0.27,0.19,0.75,0.05,0.06
toped.csv,0.39,0.32,0.47,0.57,0.55,0.25,0.28,1.0,0.27,0.08,0.77,0.1,0.11
xmemcached.csv,0.38,0.32,0.45,0.57,0.6,0.56,0.25,0.81,0.34,0.08,0.77,0.11,0.11
zoolib.csv,0.38,0.29,0.73,0.85,0.44,0.29,0.39,0.9,0.31,0.28,0.82,0.21,0.16
