,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96,0.98
chrysalis.csv,0.46,0.38,0.71,0.28,0.34,0.54,0.28
jahshaka.csv,0.52,0.32,0.86,0.75,0.77,0.77,0.63
jam-daq.csv,0.6,0.74,0.51,0.43,0.46,0.41,0.82
jatlas.csv,0.78,0.67,0.84,0.58,0.16,0.6,0.72
jedit.csv,0.36,0.58,0.66,1.0,0.95,1.0,0.9
open-media-library.csv,0.71,0.57,0.45,1.04,0.48,0.58,1.0
