,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.12,0.29,0.25,0.33,0.36,0.1,0.45,0.0,0.26,0.66,0.23,0.1,0.25
bscwweasel.csv,0.0,0.02,0.03,0.01,0.02,0.01,0.1,0.04,0.03,0.02,0.0,0.02,0.06
capcode.csv,0.08,0.41,0.49,0.15,0.02,0.49,0.0,0.5,0.15,0.1,0.23,0.12,0.56
emite.csv,0.45,0.28,0.31,0.18,0.29,0.01,0.25,0.11,0.12,0.64,0.77,0.0,0.44
extprosys.csv,1.0,0.71,0.96,0.96,0.84,0.01,0.83,0.8,0.99,0.71,0.89,0.95,0.75
lamp.csv,0.0,0.02,0.08,0.04,0.07,0.06,0.17,0.24,0.02,0.12,0.09,0.05,0.12
retromenu.csv,0.06,0.15,0.12,0.07,0.0,0.08,0.32,0.15,0.01,0.56,0.11,0.0,0.25
smbopensoft.csv,0.04,0.36,0.3,0.34,0.42,0.02,0.31,0.08,0.21,0.32,0.22,0.1,0.44
snakeyaml.csv,0.02,0.59,0.08,0.47,0.13,0.1,0.3,0.54,0.43,0.1,0.0,0.72,0.88
stuproa-cims.csv,0.99,0.25,0.67,0.45,0.91,0.13,0.63,1.0,0.01,0.63,0.32,0.6,0.25
ta3d.csv,0.97,0.87,0.91,0.72,0.71,0.87,0.8,0.52,0.7,0.66,0.78,0.8,0.06
thout.csv,0.13,0.96,0.01,0.92,0.91,0.8,0.87,1.0,0.99,0.76,0.34,0.98,0.81
vrjuggler.csv,0.02,0.0,0.05,0.02,0.13,0.01,0.13,0.0,0.13,0.03,0.03,0.08,0.12
