,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.46,0.21,0.47,0.24,0.63,0.3,0.27,0.99,0.26,0.17,0.38,0.21,0.56
bscwweasel.csv,0.0,0.0,0.25,0.86,0.43,0.0,0.19,0.14,0.15,0.0,0.07,0.0,0.11
capcode.csv,0.04,0.16,0.31,0.22,0.09,0.35,0.96,0.19,0.19,0.09,0.03,0.2,0.65
emite.csv,0.68,0.08,0.29,0.26,0.3,0.04,0.12,0.08,0.24,0.36,0.24,0.97,0.5
extprosys.csv,0.65,0.11,0.33,0.2,0.47,0.92,0.16,0.48,0.42,0.29,0.21,0.56,0.66
lamp.csv,0.02,0.86,0.28,0.21,0.4,0.12,0.15,0.4,0.1,0.08,0.34,0.06,0.24
retromenu.csv,0.21,0.31,0.44,0.33,1.0,0.17,0.25,0.44,0.22,0.28,0.49,0.18,0.41
smbopensoft.csv,0.95,0.21,0.48,0.21,0.69,0.25,0.34,0.44,0.33,0.37,0.32,0.25,0.32
snakeyaml.csv,0.39,0.12,0.35,0.11,0.58,0.06,0.22,0.32,0.33,0.17,0.92,0.54,0.64
stuproa-cims.csv,0.65,0.26,0.33,0.25,0.49,0.18,0.27,0.48,0.97,0.42,0.28,0.45,0.5
ta3d.csv,0.63,0.2,0.34,0.22,0.46,0.44,0.21,0.44,0.42,0.25,0.2,0.55,0.99
thout.csv,0.24,0.14,0.95,0.15,0.41,0.38,0.24,0.48,0.4,0.33,0.34,0.56,0.74
vrjuggler.csv,0.1,0.0,0.15,0.08,0.14,0.04,0.0,0.0,0.17,0.88,0.12,0.16,0.32
