,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.73,0.14,0.4,0.16,0.52,0.46,0.18,1.0,0.26,0.11,0.28,0.5,0.79
bscwweasel.csv,0.0,0.0,0.58,0.94,0.86,0.0,0.22,0.5,0.5,0.0,1.0,0.0,0.67
capcode.csv,0.2,0.1,0.23,0.19,0.5,0.28,1.0,0.17,0.26,0.14,0.02,0.44,0.7
emite.csv,0.62,0.05,0.25,0.21,0.32,0.33,0.1,0.18,0.36,0.24,0.14,1.0,0.67
extprosys.csv,0.49,0.06,0.21,0.11,0.32,0.98,0.09,0.33,0.27,0.19,0.12,0.42,0.66
lamp.csv,1.0,0.86,0.43,0.38,0.67,0.33,0.14,0.42,0.5,0.12,0.35,0.33,0.71
retromenu.csv,0.67,0.24,0.5,0.38,1.0,0.35,0.18,0.54,0.78,0.2,0.44,1.0,0.71
smbopensoft.csv,0.96,0.13,0.39,0.14,0.52,0.73,0.24,0.67,0.35,0.3,0.25,0.56,0.53
snakeyaml.csv,0.92,0.07,0.5,0.07,0.65,0.12,0.16,0.26,0.27,0.25,1.0,0.43,0.62
stuproa-cims.csv,0.49,0.18,0.22,0.16,0.33,0.28,0.17,0.32,0.98,0.27,0.19,0.4,0.76
ta3d.csv,0.48,0.11,0.22,0.13,0.33,0.29,0.12,0.34,0.29,0.17,0.11,0.43,0.97
thout.csv,0.54,0.07,0.98,0.08,0.28,0.26,0.14,0.32,0.26,0.21,0.23,0.41,0.68
vrjuggler.csv,0.71,0.0,0.36,0.25,0.25,0.5,0.0,0.0,0.26,0.88,0.29,0.5,0.78
