,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.39,0.47,0.6,0.48,0.77,0.27,0.57,0.98,0.29,0.32,0.62,0.16,0.47
bscwweasel.csv,0.0,0.0,0.19,0.83,0.34,0.0,0.2,0.1,0.11,0.0,0.05,0.0,0.07
capcode.csv,0.02,0.45,0.49,0.29,0.06,0.48,0.93,0.25,0.18,0.07,0.05,0.16,0.56
emite.csv,0.71,0.17,0.38,0.4,0.33,0.02,0.2,0.06,0.21,0.62,0.54,0.95,0.42
extprosys.csv,0.0,0.39,0.17,0.17,0.46,0.89,0.36,0.52,0.05,0.51,0.36,0.2,0.5
lamp.csv,0.01,0.88,0.24,0.18,0.34,0.1,0.2,0.42,0.06,0.07,0.38,0.04,0.17
retromenu.csv,0.15,0.48,0.44,0.35,1.0,0.13,0.45,0.43,0.16,0.49,0.6,0.12,0.33
smbopensoft.csv,0.95,0.52,0.65,0.43,0.87,0.18,0.6,0.37,0.35,0.53,0.52,0.19,0.26
snakeyaml.csv,0.28,0.43,0.31,0.28,0.57,0.05,0.37,0.42,0.46,0.15,0.88,0.54,0.35
stuproa-cims.csv,0.05,0.54,0.54,0.59,0.33,0.16,0.62,0.0,0.97,0.69,0.55,0.49,0.41
ta3d.csv,0.13,0.43,0.32,0.56,0.57,0.41,0.46,0.56,0.58,0.46,0.48,0.49,0.99
thout.csv,0.18,0.16,0.94,0.26,0.31,0.47,0.4,0.0,0.05,0.53,0.67,0.09,0.49
vrjuggler.csv,0.06,0.0,0.11,0.06,0.12,0.02,0.0,0.0,0.16,0.9,0.09,0.12,0.24
