,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.22,0.23,0.58,0.53,0.68,0.33,0.5,0.75,0.82
bzbyte.csv,0.0,0.0,0.56,0.0,0.0,0.34,0.51,0.81,0.0
encog-java.csv,0.38,0.1,0.05,0.44,0.41,0.2,0.19,0.16,0.01
galaxium.csv,0.24,0.3,0.51,0.61,0.44,0.38,0.71,0.67,0.65
h2database.csv,0.31,0.41,0.22,0.63,0.34,0.18,0.39,0.45,0.27
haphazard.csv,0.28,0.13,0.52,0.47,0.2,0.4,0.19,0.62,0.29
jaql.csv,0.25,0.22,0.48,0.63,0.44,0.23,0.58,0.58,0.27
raven-monitoring.csv,0.22,0.16,0.68,0.44,0.25,0.42,0.37,0.67,0.65
v8.csv,0.05,0.25,0.5,0.41,0.51,0.24,0.39,0.35,0.9
