,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.46,0.58,0.65,0.58,0.74,0.55,0.66,0.45,0.28
bzbyte.csv,0.0,0.0,0.62,0.0,0.0,0.09,0.6,0.74,0.0
encog-java.csv,0.68,0.1,0.04,0.36,0.36,0.34,0.13,0.11,0.0
galaxium.csv,0.62,0.69,0.53,0.7,0.39,0.66,0.78,0.57,0.53
h2database.csv,0.61,0.71,0.17,0.68,0.26,0.26,0.3,0.36,0.19
haphazard.csv,0.39,0.18,0.54,0.44,0.18,0.57,0.26,0.51,0.2
jaql.csv,0.65,0.44,0.47,0.66,0.4,0.4,0.63,0.49,0.19
raven-monitoring.csv,0.6,0.43,0.73,0.46,0.25,0.67,0.46,0.56,0.47
v8.csv,0.09,0.52,0.48,0.44,0.23,0.45,0.55,0.27,0.84
