,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.29,0.73,0.25,0.59,0.82,0.15,0.0,0.83,0.93,0.33,0.25,0.7,0.78,0.35,0.94,0.65,0.71
bwapi.csv,0.91,0.64,1.0,0.91,0.48,0.98,1.0,0.39,0.31,0.73,1.0,0.86,0.85,0.96,0.31,0.75,1.0
co-ode-owl-plugins.csv,0.49,0.73,0.58,0.78,0.8,0.6,0.24,0.72,0.96,0.8,0.06,0.32,0.24,0.58,0.81,0.8,0.29
firebreath.csv,0.51,0.82,0.75,0.83,0.8,0.67,0.24,0.39,0.96,0.73,0.25,0.58,0.59,0.58,0.36,0.32,0.43
frogatto.csv,0.66,0.55,0.92,0.8,0.57,0.67,0.86,0.44,0.63,0.73,1.0,0.72,0.75,1.0,0.67,0.28,1.0
gretl.csv,0.83,0.64,0.75,0.61,0.95,0.67,0.52,0.83,0.7,1.0,0.25,0.74,0.61,1.0,0.97,0.94,0.57
jasperreports.csv,0.4,0.36,1.0,0.65,0.41,0.83,0.9,0.33,0.2,0.2,1.0,0.69,0.72,0.96,0.25,0.12,0.43
konversation.csv,0.34,0.36,0.67,0.46,0.34,0.6,0.24,0.44,0.11,0.67,0.5,0.42,0.35,1.0,0.22,0.13,0.43
linuxsh.csv,0.43,0.82,0.42,0.15,0.7,0.18,0.0,0.72,0.96,0.67,0.0,0.15,0.18,0.04,0.64,0.5,0.0
moviesandbox.csv,0.83,0.55,0.83,0.59,0.75,0.67,0.14,0.67,0.67,0.73,0.06,0.24,0.27,0.62,0.64,0.27,0.57
ontomorphtab.csv,0.69,0.82,0.92,0.78,0.84,0.75,0.76,0.28,0.63,0.67,0.31,0.68,0.75,0.96,0.72,0.21,0.43
opengs.csv,0.2,0.55,0.58,0.67,0.7,0.58,0.14,0.11,0.78,0.8,0.0,0.26,0.3,0.65,0.44,0.4,1.0
scite-ru.csv,0.97,0.36,0.75,0.83,0.91,0.73,0.48,0.83,0.96,1.0,0.81,0.47,0.4,1.0,0.86,0.98,1.0
tokratan.csv,0.43,0.55,0.58,0.59,0.66,0.4,0.1,0.11,0.33,0.6,0.38,0.72,0.52,0.92,0.22,0.13,1.0
vrjuggler.csv,0.71,0.27,0.92,0.13,0.64,0.33,0.33,0.67,0.19,0.6,0.75,0.35,0.18,0.81,0.78,0.27,0.0
wxcode.csv,0.29,0.0,0.58,0.37,0.27,0.25,0.43,0.06,0.0,0.33,0.19,0.35,0.35,0.96,0.08,0.1,1.0
xuggle.csv,0.43,0.73,0.58,0.7,0.73,0.55,0.62,0.22,0.81,0.73,0.19,0.56,0.68,0.85,0.69,0.77,1.0
