,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.66,0.67,0.65,0.03,0.51,0.91,0.89,0.55,0.59
ffigo.csv,0.64,0.51,0.63,0.61,0.57,0.59,1.02,0.01,0.76
ildjit.csv,0.92,0.04,0.9,0.94,0.93,1.01,1.0,0.91,1.04
jfreereport.csv,0.93,0.67,0.1,0.78,0.96,1.0,0.66,0.85,0.93
pcsx2.csv,0.58,0.89,0.57,0.68,0.02,0.66,1.02,0.52,0.83
psycle.csv,0.03,0.77,0.93,0.76,0.74,0.97,1.0,0.79,0.81
wikipediardware.csv,0.57,0.76,0.66,0.77,0.71,0.7,0.92,0.79,0.03
wxjs.csv,1.0,1.0,1.0,0.99,1.0,1.0,0.12,1.0,1.0
xqilla.csv,0.98,1.0,0.99,0.99,0.98,0.0,1.0,0.99,1.0
