,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.57,0.45,0.43,0.55,0.44,0.38,0.93,0.51,0.8
ffigo.csv,0.62,0.55,0.43,0.61,0.48,0.49,0.88,0.45,0.57
ildjit.csv,0.95,0.9,0.99,0.97,0.94,0.92,0.8,0.89,0.75
jfreereport.csv,0.7,0.59,0.99,0.69,0.67,0.5,0.57,0.66,0.58
pcsx2.csv,0.6,0.45,0.49,0.54,0.49,0.48,0.89,0.46,0.56
psycle.csv,0.49,0.4,0.42,0.48,0.43,0.38,0.43,0.38,0.49
wikipediardware.csv,0.48,0.42,0.41,0.46,0.41,0.4,0.38,0.39,0.46
wxjs.csv,0.0,0.0,0.0,0.67,0.0,0.0,0.86,0.0,0.0
xqilla.csv,0.75,0.75,0.93,0.83,0.75,0.67,0.67,0.0,0.0
