,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
gauche.csv,0,0,0.22,1,0,0.56,0,0.22,1,0,0.11,0,0.22,1,0
desqiss.csv,0,0,0.43,0,1,0.43,0,0.43,0,1,0.17,0,0.43,0,1
bluemusic.csv,0.5,0,0.5,1,0,1,0,0.5,1,0,1,0,0.5,1,0
bscweasel.csv,1,0.2,0,1,0,0.8,0.2,0.25,1,0,0.8,0.2,0,1,0
opentac2.csv,0.67,0,0.5,0,0,0.67,0,0.5,0,0,0.5,0,0.5,0,0
transdroid.csv,0.25,0.25,0.5,0,0,0.75,0.25,0.5,0,0,0.5,0.25,0.5,0,0
scmxx.csv,0,0,0.67,0,1,0,0,0.67,0,1,0,0,0.67,0,1
frodo-wii.csv,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1
macjlib.csv,0,0,0.1,0,1,0.1,0,0.2,0,1,0.4,0,0.1,0,1
coldstore.csv,0.25,0.17,0.25,0,0,0.58,0.17,0.08,0,0,0.08,0.17,0.08,0,0
dtemplatelib.csv,0.5,0.5,0.67,0,1,0,0.5,0.67,0,1,0,0.5,0.67,0,1
andromda.csv,0.33,0,0.5,1,0,0,0,0.5,1,0,0,0,0.5,1,0
persevere-framework.csv,0.5,0.17,0.18,0,0,0.75,0.17,0.17,0,0,0.73,0.17,0.17,0,0
easysok.csv,0.5,0.1,0.18,0,1,0.55,0.1,0.1,0,1,0.5,0.1,0.1,0,1
wockets.csv,0.33,0,0.67,0,1,0.33,0,0.67,0,1,1,0,0.67,0,1
swingamesdk.csv,0,0,0,0,1,0.33,0,0,0,1,0.5,0,0,0,1
krusader.csv,0,0.12,0.25,1,0,0,0.12,0.25,1,0,0.14,0.12,0.25,1,0
cerber.csv,0,0,0.33,0,1,0,0,0.5,0,1,0,0,0.67,0,1
jforum.csv,0,0,1,0,1,0.67,0,1,0,1,0.67,0,1,0,1
chiba.csv,0,0.25,0.8,1,1,0,0.25,1,1,1,0,0.25,1,1,1
nemerle.csv,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
lilith3d.csv,0.33,0.33,0.67,0,1,0,0.33,0.67,0,1,0.33,0.33,0.67,0,1
tinyos.csv,0,0,0,1,0,0.5,0,0,1,0,0.5,0,0,1,0
freeimage.csv,0,0,1,0,1,0,0,1,0,1,0,0,0.5,0,1
mvccontrib.csv,0.31,0.08,0.08,0,0,0.23,0.08,0.14,0,0,0.23,0.08,0.14,0,0
aff4.csv,0,0,0,0,1,0.33,0,1,0,1,0.33,0,0.5,0,1
omicron3d.csv,1,0,0.5,0,1,1,0,0.5,0,1,0,0,0.5,0,1
ulti-swat.csv,0,0.25,0.25,0,1,0.25,0.25,0.25,0,1,0.25,0.25,0.25,0,1
itextsharp.csv,0.33,0.07,0.07,0,0,0.47,0.07,0.07,0,0,0.47,0.07,0.07,0,0
indiestep.csv,0,0.2,0.33,0,1,0.2,0.2,0.33,0,1,0.2,0.2,0.2,0,1
scms-project.csv,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0
irad.csv,0.1,0,0.3,0,1,0.3,0,0.3,0,1,0.3,0,0.4,0,1
webswell.csv,0,0,0.17,0,0,0.6,0,0.5,0,0,0.6,0,0.33,0,0
pytables.csv,0,0,0.5,0,1,0.5,0,0.5,0,1,0,0,0.5,0,1
galaxyview.csv,0.25,0,0,0.25,0,0.62,0,0,0.25,0,0.5,0,0,0.25,0
vym.csv,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0
megatunix.csv,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
prairieengine.csv,0,0,0.25,1,0,0.67,0,0.25,1,0,0.67,0,0.25,1,0
zeromud.csv,0,0,0.8,0,0,0.2,0,0.6,0,0,0.2,0,0.8,0,0
pici-nms.csv,0.14,0,0.14,0,0,0,0,0.14,0,0,0,0,0.14,0,0
digital-vita.csv,1,0.25,0.33,1,1,0.33,0.25,0.33,1,1,0.33,0.25,0.33,1,1
jaddressbook.csv,0.33,0,0.33,0,1,0.67,0,0.33,0,1,0.67,0,0.33,0,1
abora.csv,0,0,0.45,0,0,0.64,0,0.45,0,0,0.27,0,0.45,0,0
superversion.csv,0.11,0,0.22,0,0,0.5,0,0.22,0,0,0.5,0,0.22,0,0
clisp.csv,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
mono-soc-2008.csv,0,0,1,0,0,0.5,0,1,0,0,0.5,0,1,0,0
aqsis.csv,0.33,0.33,0.67,1,1,0.67,0.33,1,1,1,0.67,0.33,0.33,1,1
tuxpaint.csv,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
unigrok.csv,0.88,0,0.43,0,0,0.71,0,0.43,0,0,0.71,0,0.43,0,0
openi.csv,0.17,0.17,0.67,0,0,0.33,0.17,0.67,0,0,0.67,0.17,0.67,0,0
ra-ajax.csv,0.67,0,0.33,0,0,0.17,0,0.4,0,0,0.2,0,0.4,0,0
xlv.csv,0.11,0,0.33,0,0,0.56,0,0.44,0,0,0.11,0,0.33,0,0
gmod.csv,0,0.5,1,1,1,0,0.5,1,1,1,0,0.5,1,1,1
omegat.csv,0.5,0.2,0.2,0,0,0.5,0.2,0.2,0,0,0,0.2,0.2,0,0
opengrads.csv,0,0,0.23,1,0,0,0,0.23,1,0,0,0,0.23,1,0
vvis.csv,0,0,0,1,1,,,,,,,,,,
obo.csv,0,0,0.5,1,0,0.62,0,0.38,1,0,0.38,0,0.38,1,0
amrc.csv,0.5,0.45,0.42,0,0,0.73,0.45,0.36,0,0,0.73,0.45,0.36,0,0
lutos-platform.csv,0.25,0,0,0,1,0.75,0,0,0,1,0.2,0,0,0,1
zoie.csv,0.25,0,0.4,0,0,0.25,0,0.4,0,0,0.2,0,0.4,0,0
vrq.csv,0.5,0.17,0.5,0,1,0.33,0.17,0.5,0,1,0.33,0.17,0.6,0,1
abiyo.csv,0,0,0.5,0,1,0,0,0.5,0,1,0.12,0,0.5,0,1
peptool.csv,0,0,0.62,0.12,0,0.62,0,0.62,0.12,0,0,0,0.62,0.12,0
mesh4x.csv,0.75,0,0.5,0.75,0,0.75,0,0.5,0.75,0,0.5,0,0.5,0.75,0
pcmanx.csv,0.33,0,0.07,0,0,0.33,0,0.07,0,0,0.47,0,0.07,0,0
moviejukebox.csv,0,0,1,0,1,0,0,1,0,1,0.5,0,1,0,1
softkeyboard.csv,1,0.17,0.4,0,0,0.17,0.17,0.6,0,0,0.67,0.17,0.4,0,0
ballgame.csv,0,0,0.5,0,0,0,0,0.5,0,0,0.25,0,0.5,0,0
helianto.csv,0.67,0,0.5,0,1,0,0,0.5,0,1,0,0,0.5,0,1
digital-delegation.csv,1,0,1,0,1,0.5,0,1,0,1,1,0,1,0,1
luntbuild.csv,0.25,0,0.12,0,0,0.25,0,0.12,0,0,0.14,0,0.25,0,0
yacas.csv,0.14,0.17,0,1,1,0.14,0.17,0.14,1,1,0.14,0.17,0.14,1,1
monster2.csv,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
vcgviewer.csv,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
japi.csv,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,1
libgf.csv,0,0,0.43,0,0,0.14,0,0.33,0,0,0.14,0,0.43,0,0
ztracker.csv,0,0.2,0.5,0,0,0.4,0.2,0.5,0,0,0.4,0.2,0.5,0,0
wifidog.csv,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
wxsvg.csv,0,0,0.5,0,1,0,0,0.5,0,1,0,0,0.5,0,1
jena.csv,0.67,0,0.33,0,0,0.25,0,0.33,0,0,0.25,0,0.33,0,0
arabica.csv,0.14,0,0.5,0,0,0,0,0.5,0,0,0.17,0,0.5,0,0
generateur-minisat.csv,0,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1
farsight.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tucan.csv,0,0,0.33,0,1,0,0,0,0,1,0,0,0.33,0,1
ksi.csv,0.25,0,1,0,0,0,0,0.75,0,0,0,0,0.75,0,0
xyne.csv,0,0.12,0.38,0,0,0.62,0.12,0.38,0,0,0.62,0.12,0.38,0,0
libmv.csv,1,0,0.33,0,0,0.67,0,0.33,0,0,0,0,0.33,0,0
isits.csv,0.25,0.75,0.75,0,1,0.5,0.75,0.75,0,1,0.75,0.75,0.75,0,1
softgun.csv,0,0.23,0.08,0,0,0.25,0.23,0.15,0,0,0.25,0.23,0.15,0,0
swingstates.csv,0.67,0,0.67,0,1,1,0,0.67,0,1,1,0,0.67,0,1
core-plot.csv,0.25,0,0.5,0,0,0.25,0,0.5,0,0,0,0,0.5,0,0
embedded-control-library.csv,0,0.08,0,0,0,0.08,0.08,0,0,0,0.08,0.08,0.08,0,0
prolix.csv,0.5,0,0.5,0,1,0,0,0.5,0,1,0.25,0,0.5,0,1
k3d-bart.csv,0.33,0.08,0,0.69,1,0.33,0.08,0,0.69,1,0.33,0.08,0.08,0.69,1
valgrind.csv,0,0,0,1,1,0.5,0,0,1,1,0,0,0,1,1
