,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
gauche.csv,0.0,0.0,0.29,0.38,0.0,0.44,0.0,0.25,0.38,0.0,0.5,0.0,0.25,0.38,0.0
desqiss.csv,0.0,0.5,0.44,0.0,0.38,0.38,0.5,0.44,0.0,0.38,0.5,0.5,0.44,0.0,0.38
bluemusic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bscweasel.csv,0.4,0.0,0.0,0.29,0.0,0.33,0.0,0.0,0.29,0.0,0.33,0.0,0.0,0.29,0.0
opentac2.csv,0.29,0.0,0.29,0.0,0.0,0.4,0.0,0.29,0.0,0.0,0.33,0.0,0.29,0.0,0.0
transdroid.csv,0.25,0.2,0.29,0.0,0.0,0.25,0.2,0.29,0.0,0.0,0.25,0.2,0.29,0.0,0.0
scmxx.csv,0.5,0.0,0.38,0.0,0.31,0.0,0.0,0.38,0.0,0.31,0.0,0.0,0.38,0.0,0.31
frodo-wii.csv,0.0,0.0,0.0,0.0,0.25,0.17,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
macjlib.csv,0.0,0.0,0.5,0.0,0.33,0.0,0.0,0.5,0.0,0.33,0.4,0.0,0.5,0.0,0.33
coldstore.csv,0.5,0.4,0.5,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
dtemplatelib.csv,0.5,0.4,0.38,0.0,0.2,0.0,0.4,0.33,0.0,0.2,0.0,0.4,0.33,0.0,0.2
andromda.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persevere-framework.csv,0.29,0.67,0.5,0.0,0.0,0.2,0.67,0.5,0.0,0.0,0.3,0.67,0.5,0.0,0.0
easysok.csv,0.33,0.0,0.33,0.0,0.31,0.29,0.0,0.33,0.0,0.31,0.29,0.0,0.0,0.0,0.31
wockets.csv,0.29,0.33,0.44,0.0,0.25,0.33,0.33,0.4,0.0,0.25,0.29,0.33,0.44,0.0,0.25
swingamesdk.csv,0.0,0.0,0.33,0.25,0.25,0.33,0.0,0.33,0.25,0.25,0.29,0.0,0.33,0.25,0.25
krusader.csv,0.0,0.5,0.5,0.27,0.0,0.0,0.5,0.67,0.27,0.0,0.0,0.5,0.5,0.27,0.0
cerber.csv,0.29,0.0,0.42,0.0,0.53,0.29,0.0,0.45,0.0,0.53,0.29,0.0,0.45,0.0,0.53
jforum.csv,0.0,0.25,0.29,0.0,0.25,0.4,0.25,0.25,0.0,0.25,0.4,0.25,0.25,0.0,0.25
chiba.csv,0.0,0.5,0.4,0.29,0.29,0.5,0.5,0.36,0.29,0.29,0.5,0.5,0.36,0.29,0.29
nemerle.csv,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.25
lilith3d.csv,0.22,0.29,0.27,0.0,0.27,0.29,0.29,0.29,0.0,0.27,0.33,0.29,0.25,0.0,0.27
tinyos.csv,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0
freeimage.csv,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
mvccontrib.csv,0.5,0.0,0.0,0.0,0.0,0.38,0.0,0.5,0.0,0.0,0.38,0.0,0.5,0.0,0.0
aff4.csv,0.17,0.0,0.29,0.0,0.29,0.25,0.0,0.4,0.0,0.29,0.25,0.0,0.2,0.0,0.29
omicron3d.csv,0.38,0.25,0.44,0.0,0.31,0.45,0.25,0.4,0.0,0.31,0.38,0.25,0.44,0.0,0.31
ulti-swat.csv,0.25,0.5,0.33,0.0,0.33,0.33,0.5,0.33,0.0,0.33,0.2,0.5,0.33,0.0,0.33
itextsharp.csv,0.38,0.0,0.5,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
indiestep.csv,0.0,0.17,0.25,0.0,0.29,0.2,0.17,0.25,0.0,0.29,0.2,0.17,0.0,0.0,0.29
scms-project.csv,0.25,0.0,0.22,0.0,0.0,0.33,0.0,0.22,0.0,0.0,0.4,0.0,0.33,0.0,0.0
irad.csv,0.33,0.0,0.67,0.0,0.46,0.4,0.0,0.67,0.0,0.46,0.4,0.0,0.5,0.0,0.46
webswell.csv,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.2,0.0,0.0,0.33,0.0,0.2,0.0,0.0
pytables.csv,0.0,0.0,0.25,0.0,0.33,0.33,0.0,0.25,0.0,0.33,0.0,0.0,0.25,0.0,0.33
galaxyview.csv,0.33,0.0,0.0,0.17,0.0,0.4,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.0
vym.csv,0.25,0.33,0.36,0.0,0.0,0.33,0.33,0.36,0.0,0.0,0.33,0.33,0.4,0.0,0.0
megatunix.csv,0.25,0.0,0.33,0.0,0.31,0.0,0.0,0.33,0.0,0.31,0.0,0.0,0.33,0.0,0.31
prairieengine.csv,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
zeromud.csv,0.0,0.0,0.42,0.0,0.0,0.75,0.0,0.4,0.0,0.0,0.75,0.0,0.43,0.0,0.0
pici-nms.csv,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0
digital-vita.csv,0.2,0.0,0.25,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.25,0.2,0.2
jaddressbook.csv,0.2,0.0,0.25,0.0,0.38,0.38,0.0,0.25,0.0,0.38,0.38,0.0,0.25,0.0,0.38
abora.csv,0.0,0.0,0.33,0.0,0.0,0.4,0.0,0.31,0.0,0.0,0.5,0.0,0.36,0.0,0.0
superversion.csv,0.33,0.0,0.75,0.0,0.0,0.36,0.0,0.75,0.0,0.0,0.36,0.0,0.75,0.0,0.0
clisp.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mono-soc-2008.csv,0.33,0.0,0.3,0.0,0.0,0.33,0.0,0.3,0.0,0.0,0.33,0.0,0.27,0.0,0.0
aqsis.csv,0.0,0.0,0.33,0.2,0.2,0.25,0.0,0.33,0.2,0.2,0.25,0.0,0.25,0.2,0.2
tuxpaint.csv,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.33,0.33
unigrok.csv,0.31,0.0,0.57,0.0,0.0,0.38,0.0,0.57,0.0,0.0,0.38,0.0,0.57,0.0,0.0
openi.csv,0.5,0.33,0.38,0.0,0.0,0.5,0.33,0.33,0.0,0.0,0.3,0.33,0.3,0.0,0.0
ra-ajax.csv,0.22,0.0,0.4,0.0,0.0,0.5,0.0,0.33,0.0,0.0,0.5,0.0,0.33,0.0,0.0
xlv.csv,0.5,0.0,0.5,0.0,0.0,0.43,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0
gmod.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omegat.csv,0.33,0.33,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0
