,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.45,0.37,0.61,0.48,0.48,0.38
ppcboot.csv,0.35,0.2,0.72,0.42,0.41,0.24
simplewebservices.csv,0.26,0.19,0.53,0.47,0.57,0.21
uwom.csv,0.43,0.38,0.85,0.37,0.51,0.48
wow-qrsk.csv,0.38,0.43,0.76,1.0,0.6,0.51
wxstudio.csv,0.22,0.09,0.44,0.69,0.67,0.12
