,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.68,0.73,0.61,0.54,0.61,0.7
ppcboot.csv,0.67,0.33,0.61,0.0,0.05,0.36
simplewebservices.csv,0.51,0.09,0.0,0.52,0.67,0.2
uwom.csv,0.52,0.81,0.38,0.44,0.59,0.82
wow-qrsk.csv,0.53,0.82,0.38,0.04,0.28,0.81
wxstudio.csv,0.25,0.28,0.4,0.74,0.02,0.27
