,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,198.0,98.5,1705.5,740.0,217.5,545.0,183.0,98.5,195.0,191.0,97.5,1403.0,565.5,574.0
baadengine.csv,99.0,99.0,3933.5,96.5,192.0,1096.0,98.5,197.0,653.5,285.5,97.5,198.0,581.5,98.5
bnetd.csv,198.0,99.0,3449.0,99.0,94.5,1615.0,98.5,197.0,787.0,83.5,97.5,198.0,581.5,98.5
impala.csv,99.0,91.5,3177.0,99.0,94.5,1454.0,98.5,94.5,457.5,93.5,97.5,809.5,484.0,192.0
jaxen.csv,198.0,98.5,3120.0,99.0,192.0,459.5,98.5,197.0,195.0,191.0,97.5,198.0,288.5,98.5
jgameai.csv,0.0,91.5,370.0,91.5,46.0,84.5,186.0,94.5,82.5,276.0,90.5,535.5,2066.0,283.5
jparsec.csv,198.0,99.0,2276.5,96.5,192.0,816.5,98.5,197.0,292.5,285.5,97.5,198.0,581.5,98.5
motu.csv,99.0,99.0,3677.0,96.5,161.0,1454.0,98.5,197.0,278.5,262.5,97.5,99.0,581.5,98.5
vars-redux.csv,99.0,99.0,2205.0,96.5,192.0,1005.5,98.5,197.0,464.5,285.5,97.5,198.0,486.0,98.5
werx.csv,198.0,99.0,4544.0,99.0,192.0,625.5,98.5,197.0,292.5,285.5,97.5,198.0,581.5,98.5
wishmaster.csv,194.5,93.5,734.0,278.0,68.5,171.0,84.5,197.0,275.5,253.0,166.0,628.5,193.0,98.5
xreal.csv,198.0,93.5,1254.0,187.5,111.0,0.0,98.5,94.5,153.5,209.5,177.0,198.0,193.0,98.5
zealos.csv,93.5,99.0,952.0,432.0,94.5,398.0,183.0,96.5,58.5,220.5,631.5,365.5,289.5,340.0
