,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.6,0.68,0.7,0.72,0.71,0.59,0.58,0.0
arcallians.csv,0.53,0.65,0.8,0.73,0.54,0.26,0.57,0.47
arianne.csv,0.71,0.3,0.42,0.0,0.0,0.0,0.34,0.23
cortex-vfx.csv,0.39,0.49,0.47,0.41,0.43,0.16,0.46,0.56
mbse.csv,0.5,0.53,0.29,0.49,0.68,0.64,0.49,0.51
multitude.csv,0.7,0.66,0.68,0.37,0.27,0.3,0.67,0.17
phonon-vlc-mplayer.csv,0.35,0.57,0.79,0.46,0.05,0.49,0.52,0.63
qgis.csv,0.47,0.62,0.77,0.46,0.0,0.0,0.55,0.6
