,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.63,0.65,0.99,0.61,1.05,0.84
codeblocks.csv,0.76,0.75,0.49,0.96,0.69,0.71
dataobjectsdotnet.csv,0.7,0.98,0.55,0.6,0.95,0.52
n2cms.csv,0.38,0.86,0.66,0.6,0.99,0.68
nug.csv,0.87,0.35,0.85,0.91,0.67,0.98
uclmda.csv,1.0,1.0,0.71,0.95,0.01,0.9
