,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.68,0.44,0.0,0.43,0.5,0.89
codeblocks.csv,0.84,0.38,0.42,0.88,0.28,0.52
dataobjectsdotnet.csv,0.58,0.36,0.46,0.39,0.41,0.59
n2cms.csv,0.57,0.37,0.48,0.37,0.47,0.42
nug.csv,0.4,0.68,0.97,0.48,0.27,0.43
uclmda.csv,0.5,0.0,0.87,0.83,0.27,0.98
