,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.25,0.2,0.12,0.19,0.95,0.07
l2j.csv,0.89,0.57,0.55,0.88,0.74,1.0
mule.csv,1.0,0.22,0.15,0.58,0.45,0.26
springside.csv,0.68,0.98,0.48,0.73,0.65,0.46
swtfox.csv,0.15,0.35,0.92,0.15,0.27,0.24
twostep.csv,0.69,0.8,0.57,0.96,0.58,0.57
