,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.94,0.17,0.99,1.03,0.91,0.6,0.94,0.71,0.78,0.57,0.9,0.94,0.8,0.85,0.57,0.94,0.88,0.73,0.97,0.74
baadengine.csv,0.31,0.93,1.07,0.76,0.52,0.76,1.0,0.84,1.0,0.55,0.76,0.96,0.95,0.89,0.42,0.97,0.55,0.73,1.0,1.0
bibedt.csv,0.75,0.72,1.3,0.44,0.61,0.59,0.47,0.71,0.67,0.73,0.53,0.69,0.55,0.5,0.74,0.84,0.82,0.7,0.7,0.79
cascading.csv,0.46,0.95,1.01,0.43,0.44,0.62,0.42,0.64,0.67,0.54,0.53,0.8,0.47,0.46,0.65,0.81,0.48,0.68,0.72,0.92
dataobjectsdotnet.csv,0.89,0.94,1.08,0.36,0.62,0.81,0.51,0.62,0.82,0.98,0.66,1.05,0.71,0.72,0.76,0.75,0.64,0.52,0.71,1.0
gnome-jabber.csv,0.71,1.06,0.96,1.07,0.7,0.85,0.85,0.64,0.81,0.7,0.82,0.73,0.84,0.67,0.69,0.86,0.67,0.81,0.65,0.43
gogoego.csv,0.9,1.01,1.02,0.31,0.59,0.8,0.47,0.57,0.72,0.52,0.63,1.0,0.61,0.69,0.71,0.84,0.62,0.76,0.9,0.63
httpcontentparser.csv,0.88,0.87,0.77,1.06,0.75,1.01,1.0,0.64,0.75,0.83,0.32,0.87,0.73,0.67,0.74,0.68,0.74,0.75,0.68,0.98
impala.csv,0.89,0.75,0.67,0.47,0.84,0.86,0.73,0.76,0.78,1.0,0.93,1.13,0.74,0.7,0.86,0.52,0.71,0.8,0.63,0.88
jaxlib.csv,0.73,0.87,0.96,1.16,0.71,0.61,0.55,0.63,0.83,0.78,0.56,0.04,0.55,0.44,0.9,0.83,0.6,0.77,0.67,0.95
jgameai.csv,1.0,1.01,0.99,1.0,0.84,0.58,0.99,0.93,0.94,0.97,0.96,0.55,0.76,1.0,1.0,1.0,0.98,0.98,1.0,0.79
jhotdraw.csv,0.86,0.71,0.76,0.68,0.97,0.79,1.0,0.94,0.48,0.93,0.84,0.8,0.91,0.88,0.72,0.81,0.72,0.77,0.79,0.8
loki-lib.csv,0.37,0.86,0.7,0.81,0.5,0.7,0.96,0.66,0.71,0.6,0.7,0.82,0.72,0.58,0.6,0.65,0.65,0.72,0.41,1.0
patterntesting.csv,0.96,0.99,1.01,0.96,0.9,0.95,0.67,0.96,0.89,0.45,0.95,0.98,0.86,0.85,0.99,0.86,0.91,0.86,0.82,0.53
pokeglobal.csv,0.8,0.83,1.0,0.24,0.38,0.85,1.0,0.63,0.96,0.55,0.57,1.21,0.95,0.83,0.91,0.73,0.58,0.54,0.76,0.98
snakeyaml.csv,0.8,1.03,0.92,0.27,0.54,0.83,0.44,0.77,0.6,0.67,0.9,1.18,1.0,0.94,0.31,0.93,0.76,0.73,1.0,0.83
unflobtactical.csv,0.5,0.76,1.01,0.72,0.59,0.9,0.77,0.77,0.81,0.34,0.53,0.74,0.46,0.39,0.79,0.75,0.57,0.71,0.64,0.5
werx.csv,0.99,0.86,0.04,1.0,0.97,0.98,1.0,0.95,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,1.0
zealos.csv,0.96,0.8,0.96,1.05,0.93,0.81,0.41,0.9,0.95,0.73,1.0,1.01,1.0,1.0,1.0,0.96,0.92,0.95,0.93,0.99
