,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.29,0.33,0.16,0.19,0.25,0.19,0.28,0.32
apolloplayer.csv,0.68,0.25,0.62,0.38,0.38,0.57,0.49,0.49
k3d.csv,0.57,0.1,0.01,0.49,0.12,0.2,0.05,0.34
kowari.csv,0.56,0.2,0.04,0.62,0.38,0.4,0.24,0.19
redshell.csv,0.2,0.34,0.69,0.11,0.38,0.81,0.42,0.39
rtb-team.csv,0.05,0.28,0.07,0.16,0.38,0.09,0.23,0.3
xreal.csv,0.14,0.46,0.08,0.05,0.12,0.46,0.53,0.01
