,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.0,0.0,4.0,4.0,14.0,0.0,224.0,3.0,10.0,0.0,6.0,12.0
bigdata.csv,1.0,0.0,15.0,11.0,1.0,0.0,154.0,1.0,9.0,0.0,124.0,0.0
calcubetimer.csv,0.0,2.0,44.0,23.0,30.0,0.0,93.0,9.0,23.0,0.0,26.0,1.0
jas.csv,0.0,0.0,0.0,1.0,2.0,0.0,9.0,70.0,3.0,0.0,0.0,2.0
jbpm.csv,2.0,0.0,10.0,21.0,0.0,0.0,224.0,70.0,13.0,0.0,1.0,1.0
jgossipforum.csv,78.0,0.0,105.0,94.0,431.0,59.0,1.0,70.0,56.0,304.0,124.0,191.0
joustsim.csv,6.0,2.0,11.0,5.0,3.0,0.0,15.0,0.0,5.0,0.0,1.0,1.0
madman.csv,7.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
mule.csv,2.0,0.0,14.0,7.0,6.0,0.0,32.0,2.0,1.0,0.0,2.0,0.0
nunit.csv,5.0,0.0,7.0,22.0,1.0,0.0,224.0,12.0,14.0,0.0,4.0,0.0
piccolo2d.csv,5.0,0.0,0.0,0.0,1.0,59.0,224.0,26.0,56.0,0.0,10.0,4.0
sblim.csv,78.0,0.0,0.0,94.0,9.0,0.0,224.0,0.0,56.0,0.0,124.0,1.0
