,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,1.0,0.75,0.29,0.37,0.06,1.0,0.0,0.4,0.15,0.94,0.21,0.15
bigdata.csv,0.5,0.61,0.21,0.2,0.04,0.96,0.02,0.38,0.21,1.0,0.0,0.34
calcubetimer.csv,0.27,0.64,0.1,0.16,0.14,1.0,0.03,0.22,0.15,0.88,0.09,0.21
jas.csv,0.5,0.88,1.0,0.2,0.12,1.0,0.12,0.0,0.25,0.81,1.0,0.5
jbpm.csv,0.2,0.56,0.32,0.05,0.98,0.88,0.0,0.0,0.11,0.83,0.08,0.3
jgossipforum.csv,0.0,0.33,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
joustsim.csv,0.06,0.68,0.18,0.11,0.36,1.0,0.11,1.0,0.2,0.89,0.36,0.43
madman.csv,0.21,0.6,0.5,0.14,0.14,1.0,0.17,0.4,0.89,0.96,0.25,0.56
mule.csv,0.11,1.0,0.2,0.28,0.1,1.0,0.03,0.35,0.21,0.91,0.14,0.27
nunit.csv,0.21,0.59,0.15,0.13,0.22,1.0,0.0,0.13,0.05,0.88,0.13,0.95
piccolo2d.csv,0.22,0.8,1.0,1.0,0.13,0.0,0.0,0.03,0.0,0.83,0.07,0.17
sblim.csv,0.0,1.0,1.0,0.0,0.24,1.0,0.0,1.0,0.0,1.0,0.0,0.62
