,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,1.0,0.0,1.0,0.0,69.0,13.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0
atlc.csv,1.0,3.0,3.0,6.0,1.0,32.0,9.0,2.0,1.0,0.0,3.0,12.0,0.0,12.0,0.0
ipfilter.csv,1.0,4.0,3.0,6.0,0.0,42.0,1.0,7.0,1.0,0.0,2.0,4.0,0.0,14.0,0.0
liferea.csv,0.0,0.0,13.0,0.0,1.0,46.0,2.0,11.0,0.0,1.0,7.0,2.0,0.0,22.0,0.0
miranda-icq.csv,16.0,5.0,1.0,6.0,0.0,45.0,1.0,10.0,1.0,1.0,4.0,2.0,0.0,20.0,1.0
opensim4opencog.csv,5.0,0.0,5.0,2.0,0.0,44.0,3.0,7.0,1.0,1.0,9.0,0.0,0.0,2.0,0.0
pclasses.csv,3.0,4.0,1.0,56.0,69.0,52.0,2.0,8.0,63.0,0.0,0.0,201.0,0.0,11.0,1.0
pfaedit.csv,4.0,0.0,15.0,2.0,69.0,19.0,0.0,4.0,1.0,2.0,1.0,201.0,0.0,19.0,64.0
psrchive.csv,4.0,1.0,0.0,13.0,0.0,16.0,1.0,12.0,63.0,1.0,1.0,4.0,0.0,1.0,0.0
theresa.csv,13.0,2.0,3.0,2.0,0.0,11.0,0.0,0.0,63.0,0.0,22.0,12.0,0.0,2.0,1.0
thrust.csv,66.0,0.0,10.0,14.0,0.0,52.0,0.0,9.0,6.0,0.0,1.0,4.0,0.0,11.0,0.0
tktoolkit.csv,8.0,2.0,0.0,15.0,0.0,32.0,4.0,15.0,2.0,3.0,0.0,3.0,0.0,4.0,0.0
tzod.csv,6.0,1.0,7.0,1.0,1.0,23.0,0.0,21.0,1.0,0.0,17.0,2.0,0.0,5.0,3.0
yaprm.csv,5.0,2.0,5.0,2.0,69.0,11.0,1.0,7.0,1.0,1.0,13.0,5.0,0.0,5.0,0.0
