,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.9,0.88,0.93,0.5,0.0,0.71,0.57,0.96,0.9,0.44,0.86,0.56,0.51,0.72,0.45
atlc.csv,0.66,0.88,0.65,0.45,0.44,0.62,0.42,0.44,0.42,0.64,0.42,0.53,0.51,0.54,0.58
ipfilter.csv,0.45,0.65,0.53,0.36,0.57,0.47,0.36,0.47,0.39,0.59,0.4,0.51,0.44,0.49,0.46
liferea.csv,0.49,0.42,0.47,0.48,0.82,0.42,0.5,0.66,0.63,0.44,0.62,0.55,0.45,0.62,0.38
miranda-icq.csv,0.51,0.44,0.51,0.33,0.41,0.39,0.82,0.42,0.44,0.42,0.89,0.55,0.41,0.43,0.45
opensim4opencog.csv,0.47,0.37,0.4,0.41,0.67,0.38,0.37,0.51,0.57,0.35,0.62,0.49,0.35,0.53,0.42
pclasses.csv,0.7,0.5,0.67,0.5,0.0,0.86,0.92,0.62,0.5,0.9,0.0,0.0,0.72,0.69,0.8
pfaedit.csv,0.88,0.52,0.44,0.75,0.0,0.45,0.37,0.95,0.5,0.37,0.9,0.0,0.47,0.8,0.0
psrchive.csv,0.71,0.67,0.56,0.36,0.42,0.71,0.45,0.64,0.0,0.44,0.52,0.42,0.42,0.75,0.42
theresa.csv,0.53,0.36,0.43,0.6,0.64,0.47,0.35,0.68,0.5,0.5,0.35,0.44,0.38,0.57,0.34
thrust.csv,0.86,0.93,0.91,0.76,0.7,0.0,0.58,0.78,0.68,0.93,0.95,0.76,0.95,0.81,0.9
tktoolkit.csv,0.44,0.35,0.42,0.31,0.61,0.4,0.33,0.43,0.45,0.39,0.61,0.38,0.41,0.42,0.37
tzod.csv,0.88,0.48,0.63,0.41,0.62,0.54,0.35,0.64,0.58,0.55,0.4,0.5,0.62,0.59,0.57
yaprm.csv,0.62,0.73,0.63,0.67,0.0,0.64,0.6,0.69,0.5,0.46,0.39,0.95,0.4,0.53,0.86
