,recall,precision,pf,pci_20,ifa,wins
adobe-source.csv,0.33,0.4,0.12,0.71,1.0,13
atlc.csv,0.67,0.27,0.57,0.53,3.0,5
ipfilter.csv,0.83,0.27,0.8,0.47,2.0,4
liferea.csv,0.5,0.37,0.33,0.49,1.0,12
miranda-icq.csv,0.65,0.23,0.57,0.44,2.0,2
opensim4opencog.csv,0.59,0.37,0.39,0.42,2.0,11
pclasses.csv,0.07,0.2,0.14,0.67,4.0,0
pfaedit.csv,0.22,0.29,0.09,0.47,4.0,1
psrchive.csv,0.57,0.27,0.47,0.45,1.0,8
theresa.csv,0.46,0.31,0.26,0.47,2.0,9
thrust.csv,0.26,0.24,0.32,0.81,4.0,6
tktoolkit.csv,0.78,0.32,0.66,0.41,3.0,3
tzod.csv,0.41,0.32,0.35,0.57,2.0,10
yaprm.csv,0.39,0.33,0.17,0.62,5.0,7
