,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.97,0.72,0.83,0.97,0.98
nabu-library.csv,0.5,0.51,0.45,0.5,0.58
pcgen.csv,0.54,0.52,0.49,0.47,0.66
selenium.csv,0.51,0.73,0.42,0.43,0.65
tolven.csv,0.86,0.63,0.94,0.61,0.91
