,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.01,1.0,0.09,0.0,0.12,0.27,0.03,0.05,0.06,0.0,0.05,0.0,0.0,0.11,0.0,0.12,0.05,0.23,0.14,0.0
baadengine.csv,0.99,0.0,0.63,0.0,0.56,0.35,0.93,0.8,0.74,0.87,0.8,1.0,0.6,0.83,0.89,0.72,0.69,0.49,0.34,0.49
bibedt.csv,0.4,0.2,0.2,1.0,0.44,0.42,0.53,0.42,0.34,0.43,0.7,0.5,1.0,0.6,0.37,0.28,0.32,0.47,0.52,0.11
cascading.csv,0.53,0.2,0.7,1.0,0.49,0.35,0.43,0.6,0.45,0.8,0.75,1.0,0.6,0.71,0.85,0.64,1.0,0.47,0.34,0.08
dataobjectsdotnet.csv,0.29,0.6,0.36,0.0,0.41,0.23,0.7,0.4,0.19,0.5,0.25,0.0,0.5,0.4,0.52,0.32,0.23,0.97,0.31,0.68
gnome-jabber.csv,0.75,0.8,0.79,1.0,0.73,0.85,1.0,0.92,0.98,1.0,0.95,1.0,1.0,0.89,0.93,0.92,0.97,0.73,0.86,1.0
gogoego.csv,0.37,0.0,0.15,1.0,0.2,0.35,1.0,0.95,0.39,0.47,0.65,1.0,0.2,0.14,0.3,0.08,0.19,0.35,0.1,0.95
httpcontentparser.csv,0.09,0.0,0.01,0.0,0.15,0.27,0.0,0.13,0.13,0.03,0.95,0.0,0.4,0.23,0.26,0.08,0.03,0.43,0.31,0.55
impala.csv,0.51,0.8,0.18,1.0,0.95,0.92,0.17,0.93,0.89,0.03,0.35,0.0,0.5,0.37,0.04,0.92,0.63,0.73,0.52,0.79
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.33,0.2,0.09,0.0,0.2,1.0,0.1,0.55,0.08,0.1,0.05,0.5,0.2,0.11,0.37,0.16,0.13,0.15,0.24,0.0
jhotdraw.csv,0.12,0.0,0.08,0.0,0.27,0.19,0.0,0.19,0.92,0.03,0.3,0.0,0.0,0.37,0.3,0.08,0.09,0.29,0.1,0.09
loki-lib.csv,0.75,0.0,0.42,1.0,0.66,0.62,0.97,0.55,0.63,0.8,0.7,0.5,0.9,0.89,0.7,0.6,0.5,0.47,0.97,0.82
patterntesting.csv,0.47,0.2,0.39,1.0,0.56,0.46,0.73,0.69,0.39,1.0,0.8,0.5,0.6,0.51,0.63,0.32,0.48,0.41,0.55,0.37
pokeglobal.csv,0.85,1.0,0.69,1.0,0.98,0.54,0.93,0.73,0.63,0.8,0.85,1.0,0.8,0.91,0.81,0.76,0.7,0.64,0.86,0.55
snakeyaml.csv,0.42,0.6,0.26,0.0,0.61,0.81,0.27,0.41,0.29,0.23,0.2,0.5,0.6,0.74,0.96,0.2,0.31,0.62,0.9,0.66
unflobtactical.csv,0.34,1.0,0.12,0.0,0.37,0.15,0.73,0.28,0.37,0.33,0.7,0.5,0.6,1.0,0.07,0.16,0.15,0.31,0.69,0.9
werx.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.99,1.0,1.0
zealos.csv,0.23,0.2,0.31,1.0,0.29,0.58,1.0,0.4,0.35,0.63,0.3,0.5,0.3,0.46,0.19,0.28,0.26,0.45,0.48,0.21
