,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.01,1.0,0.11,0.0,0.14,0.31,0.04,0.06,0.07,0.0,0.06,0.0,0.0,0.13,0.0,0.15,0.06,0.27,0.17,0.0
baadengine.csv,0.99,0.0,0.0,0.0,0.57,0.39,0.74,0.7,0.54,0.68,0.75,0.69,0.59,0.71,0.71,0.5,0.62,0.5,0.39,0.51
bibedt.csv,0.43,0.23,0.23,0.91,0.44,0.45,0.57,0.46,0.38,0.47,0.68,0.54,1.0,0.63,0.42,0.32,0.37,0.5,0.54,0.13
cascading.csv,0.54,0.21,0.0,0.94,0.52,0.39,0.47,0.59,0.48,0.72,0.71,0.88,0.57,0.62,0.73,0.58,1.0,0.49,0.38,0.1
dataobjectsdotnet.csv,0.33,0.51,0.33,0.0,0.43,0.26,0.51,0.43,0.23,0.46,0.29,0.0,0.55,0.45,0.55,0.35,0.26,0.97,0.35,0.46
gnome-jabber.csv,0.53,0.31,0.0,0.43,0.49,0.5,0.05,0.45,0.09,0.0,0.6,0.3,0.0,0.29,0.42,0.35,0.13,0.49,0.72,0.88
gogoego.csv,0.42,0.0,0.18,0.81,0.24,0.39,0.17,0.96,0.42,0.51,0.62,0.92,0.23,0.17,0.34,0.1,0.23,0.38,0.12,0.0
httpcontentparser.csv,0.11,0.0,0.01,0.0,0.18,0.31,0.0,0.16,0.16,0.04,0.96,0.0,0.44,0.27,0.3,0.1,0.04,0.44,0.32,0.51
impala.csv,0.52,0.59,0.22,0.27,0.0,0.21,0.2,0.17,0.32,0.04,0.37,0.0,0.47,0.36,0.05,0.93,0.45,0.47,0.44,0.5
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.36,0.24,0.11,0.0,0.24,1.0,0.12,0.53,0.1,0.12,0.06,0.55,0.24,0.13,0.42,0.19,0.16,0.18,0.28,0.0
jhotdraw.csv,0.15,0.0,0.1,0.0,0.31,0.22,0.0,0.22,0.93,0.04,0.35,0.0,0.0,0.41,0.34,0.1,0.11,0.33,0.12,0.11
loki-lib.csv,0.71,0.0,0.43,0.85,0.65,0.56,0.24,0.55,0.58,0.75,0.66,0.39,0.68,0.65,0.68,0.53,0.52,0.48,0.98,0.76
patterntesting.csv,0.5,0.23,0.0,0.84,0.58,0.49,0.71,0.65,0.43,1.0,0.67,0.51,0.61,0.54,0.65,0.35,0.51,0.45,0.58,0.4
pokeglobal.csv,0.67,0.45,0.51,0.68,0.98,0.51,0.13,0.62,0.6,0.63,0.44,0.47,0.52,0.3,0.54,0.59,0.57,0.54,0.57,0.59
snakeyaml.csv,0.46,0.63,0.31,0.0,0.56,0.64,0.29,0.45,0.33,0.27,0.23,0.48,0.52,0.64,0.97,0.24,0.34,0.57,0.32,0.58
unflobtactical.csv,0.37,0.89,0.14,0.0,0.4,0.18,0.61,0.32,0.41,0.38,0.59,0.55,0.57,1.0,0.09,0.19,0.18,0.35,0.55,0.53
werx.csv,0.0,0.13,1.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0
zealos.csv,0.27,0.23,0.35,0.93,0.33,0.58,1.0,0.43,0.39,0.55,0.34,0.53,0.35,0.51,0.23,0.31,0.3,0.49,0.49,0.25
