,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.25,1.0,1.0,0.0,0.42,0.32,1.0,0.15,0.44,0.0,0.09,0.0,0.0,0.8,0.0,0.23,0.67,0.51,0.27,0.0
baadengine.csv,0.99,0.0,0.97,0.0,0.68,0.29,0.41,0.33,0.18,0.46,0.2,0.06,0.24,0.67,0.18,0.11,0.82,0.45,0.59,0.96
bibedt.csv,0.77,0.05,0.95,0.03,0.53,0.32,0.64,0.32,0.24,0.57,0.18,0.08,1.0,0.81,0.45,0.11,0.88,0.53,0.45,1.0
cascading.csv,0.8,0.02,0.97,0.04,0.69,0.39,0.41,0.3,0.24,0.51,0.18,0.1,0.22,0.62,0.19,0.13,1.0,0.49,0.53,1.0
dataobjectsdotnet.csv,0.77,0.06,0.96,0.0,0.57,0.21,0.29,0.27,0.3,0.33,0.11,0.0,0.56,0.74,0.2,0.09,0.71,0.99,0.43,0.94
gnome-jabber.csv,0.75,0.06,0.97,0.01,0.57,0.3,0.31,0.26,0.18,0.39,0.13,0.04,0.2,0.56,0.14,0.12,0.78,0.42,0.49,0.98
gogoego.csv,0.88,0.0,0.97,0.02,0.73,0.3,0.32,0.99,0.17,0.54,0.14,0.12,0.09,0.62,0.24,0.06,0.92,0.41,0.3,0.95
httpcontentparser.csv,0.87,0.0,1.0,0.0,0.32,0.24,0.0,0.46,0.14,1.0,1.0,0.0,0.25,0.62,0.39,0.29,0.8,0.4,0.24,0.94
impala.csv,0.78,0.08,1.0,0.01,0.57,0.29,0.19,0.24,0.18,0.17,0.07,0.0,0.16,0.42,0.25,1.0,0.74,0.41,0.31,0.95
jaxlib.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.72,0.08,1.0,0.0,1.0,1.0,0.12,0.26,0.18,0.6,0.11,0.33,0.5,0.5,0.56,0.12,0.88,0.56,0.33,0.0
jhotdraw.csv,0.83,0.0,1.0,0.0,0.65,0.24,0.0,0.3,1.0,1.0,0.32,0.0,0.0,0.68,0.17,0.1,0.92,0.46,0.17,1.0
loki-lib.csv,0.84,0.0,0.98,0.02,0.71,0.3,0.31,0.28,0.2,0.56,0.16,0.03,0.25,0.63,0.22,0.11,0.82,0.43,1.0,0.97
patterntesting.csv,0.8,0.04,0.95,0.02,0.7,0.35,0.49,0.32,0.22,0.97,0.14,0.05,0.3,0.72,0.28,0.11,0.84,0.5,0.57,0.94
pokeglobal.csv,0.8,0.08,0.98,0.01,0.98,0.27,0.3,0.28,0.22,0.44,0.11,0.05,0.2,0.57,0.14,0.13,0.79,0.43,0.42,0.98
snakeyaml.csv,0.81,0.18,1.0,0.0,0.6,0.34,0.17,0.32,0.19,0.88,0.05,0.03,0.18,0.63,1.0,0.12,0.73,0.46,0.38,0.95
unflobtactical.csv,0.69,0.17,0.96,0.0,0.58,0.29,0.34,0.27,0.22,0.67,0.12,0.2,0.22,1.0,0.1,0.08,0.77,0.59,0.38,0.95
werx.csv,0.75,0.07,1.0,0.01,0.58,0.29,0.31,0.24,0.18,0.39,0.11,0.04,0.2,0.57,0.13,0.12,0.78,0.43,0.39,0.95
zealos.csv,0.71,0.05,0.98,0.04,0.63,0.37,0.97,0.27,0.23,0.39,0.12,0.07,0.38,0.84,0.29,0.09,0.86,0.56,0.39,1.0
