,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.02,1.0,0.05,0.0,0.31,0.03,0.42,0.55,0.95,0.0,0.74,0.2,0.48,0.12,0.84,0.86,0.0,0.51,0.41,0.67
baadengine.csv,0.74,0.8,0.23,1.0,0.46,1.0,0.93,0.84,1.0,1.0,0.81,0.96,0.55,0.5,1.0,1.0,1.0,0.7,0.93,1.0
biopax.csv,1.0,1.0,1.0,1.0,1.0,0.9,0.96,0.98,1.0,1.0,0.96,1.0,0.98,1.0,0.81,0.79,1.0,0.76,1.0,1.0
crux-framework.csv,0.15,0.0,0.11,1.0,0.46,0.07,0.19,0.16,0.05,0.6,0.33,0.16,0.23,0.0,0.82,0.55,0.0,0.07,0.32,1.0
dataobjectsdotnet.csv,0.58,0.8,0.68,1.0,0.19,1.0,0.58,0.78,0.9,0.8,0.78,0.48,0.62,0.75,0.04,0.9,1.0,0.39,1.0,0.67
exl.csv,0.27,0.4,0.82,1.0,0.88,0.33,0.7,0.51,0.55,1.0,0.59,0.6,0.67,0.25,0.21,0.14,1.0,0.59,0.73,1.0
gdis.csv,0.41,0.2,0.79,0.0,0.5,1.0,0.77,0.41,0.75,0.6,0.26,0.52,0.37,0.38,0.82,0.69,0.0,0.63,0.9,0.67
gogoego.csv,0.39,0.2,0.41,1.0,0.92,0.9,0.47,0.8,0.45,0.6,0.78,0.72,0.39,1.0,0.72,0.24,1.0,0.61,0.63,0.33
httpcontentparser.csv,0.31,0.2,0.34,0.0,0.04,0.1,0.57,0.86,0.85,0.6,0.85,0.48,0.43,0.25,0.0,0.38,1.0,0.59,0.54,0.67
impala.csv,0.09,0.8,0.21,1.0,0.65,0.3,0.6,0.14,0.8,0.6,0.11,0.56,0.41,0.12,0.26,0.52,0.0,0.54,0.61,0.33
jgameai.csv,0.09,0.8,0.01,0.0,0.42,0.47,0.1,0.1,0.05,0.0,0.0,0.08,0.03,0.0,0.23,0.03,0.0,0.06,0.05,0.0
loki-lib.csv,0.6,0.4,0.87,1.0,0.46,1.0,0.8,0.35,0.7,0.8,0.63,0.72,0.78,0.5,0.96,0.76,1.0,0.38,0.37,0.33
snakeyaml.csv,0.3,0.0,0.28,1.0,0.35,0.4,0.31,0.31,0.6,0.6,0.67,0.08,0.39,0.0,0.68,0.14,0.33,0.2,0.61,0.67
tart.csv,0.59,0.8,0.55,1.0,0.15,0.03,0.33,0.57,0.5,1.0,0.81,0.48,0.51,0.25,0.05,0.03,1.0,0.42,0.71,0.33
vars-redux.csv,0.78,1.0,0.19,1.0,0.35,0.93,0.89,0.78,0.65,0.8,0.96,0.6,0.53,0.62,0.93,0.31,1.0,0.41,0.85,0.67
werx.csv,0.98,1.0,0.96,1.0,1.0,1.0,0.87,0.82,1.0,1.0,0.96,0.96,0.97,1.0,0.98,1.0,1.0,0.85,0.54,1.0
xbg.csv,0.55,0.2,0.03,0.0,0.0,0.13,0.14,0.06,0.2,0.0,0.3,0.28,0.16,0.75,0.04,0.1,0.0,0.07,0.05,0.0
xqilla.csv,0.03,0.0,0.53,1.0,0.27,0.03,0.31,0.35,0.2,0.4,0.44,0.16,0.37,0.12,0.18,0.07,1.0,0.13,0.07,0.33
zealos.csv,0.5,0.4,0.8,0.0,0.46,0.53,0.36,0.57,0.2,0.0,0.19,0.04,0.21,0.25,0.47,0.48,0.0,0.28,0.1,0.67
