,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.23,0.25,0.51,0.57,0.66,0.75
encog-java.csv,0.4,0.06,0.05,0.34,0.39,0.04
h2database.csv,0.33,0.42,0.19,0.62,0.37,0.21
jaql.csv,0.3,0.31,0.36,0.66,0.43,0.33
raven-monitoring.csv,0.21,0.18,0.62,0.45,0.1,0.42
v8.csv,0.05,0.25,0.5,0.4,0.53,0.9
