,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.49,0.62,0.58,0.62,0.72,0.52
encog-java.csv,0.73,0.05,0.04,0.26,0.34,0.02
h2database.csv,0.61,0.73,0.13,0.68,0.28,0.15
jaql.csv,0.74,0.56,0.33,0.67,0.38,0.24
raven-monitoring.csv,0.55,0.45,0.65,0.47,0.09,0.31
v8.csv,0.09,0.5,0.41,0.44,0.23,0.83
