,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.83,0.62,0.5,0.36,0.37,0.69
encog-java.csv,0.26,0.03,0.02,0.05,0.15,0.08
h2database.csv,0.27,0.25,0.08,0.33,0.04,0.08
jaql.csv,0.52,0.28,0.19,0.19,0.15,0.0
raven-monitoring.csv,0.52,0.53,0.27,0.29,0.23,0.08
v8.csv,0.23,0.34,0.85,0.74,0.94,0.15
