,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.58,0.44,0.41,0.65,0.59,0.58,0.33,0.51,0.48,0.59,0.71,0.79,0.51,0.62,0.83,0.45,0.77
arm-webradio.csv,0.68,0.51,0.82,0.82,0.88,0.67,0.75,0.9,0.51,0.75,0.67,0.73,0.49,0.73,0.53,0.44,0.7
codepurge.csv,0.5,0.5,0.96,0.48,0.91,0.45,0.86,0.44,0.83,0.61,0.52,0.34,0.65,0.48,0.53,0.51,0.51
fw4spl.csv,0.94,0.59,0.82,0.62,0.68,0.83,0.45,0.76,0.94,0.64,0.68,0.58,0.46,0.74,0.65,0.61,0.64
glas.csv,0.5,0.44,0.38,0.43,0.49,0.48,0.38,0.53,0.52,0.5,0.47,0.38,0.57,0.43,0.53,0.42,0.54
grisbi.csv,0.46,0.4,0.45,0.45,0.42,0.39,0.31,0.46,0.55,0.36,0.41,0.38,0.45,0.47,0.41,0.38,0.6
gwanted.csv,0.46,0.44,0.43,0.68,0.66,0.67,0.28,0.45,0.65,0.47,0.55,0.46,0.54,0.47,0.63,0.43,0.55
lcfizvtop.csv,0.44,0.38,0.63,0.42,0.43,0.5,0.32,0.38,0.44,0.41,0.4,0.33,0.4,0.43,0.41,0.32,0.52
ldview.csv,0.61,0.4,0.51,0.48,0.57,0.55,0.36,0.55,0.5,0.51,0.43,0.38,0.9,0.49,0.47,0.51,0.57
libmesh.csv,0.75,0.85,0.95,0.74,0.86,0.61,0.94,0.97,0.97,0.91,0.5,0.99,0.0,0.9,0.74,0.96,0.58
mediaportal.csv,0.0,0.97,0.95,0.91,0.93,0.86,0.5,0.5,0.5,0.8,0.83,0.55,0.5,0.9,0.67,0.77,0.55
olex2.csv,0.0,0.78,0.48,0.63,0.62,0.58,0.61,0.88,0.67,0.59,0.91,0.47,0.77,0.92,0.82,0.45,0.51
oppna-program-hsatools.csv,0.67,0.65,0.43,0.49,0.43,0.57,0.3,0.43,0.85,0.38,0.59,0.42,0.95,0.64,0.72,0.51,0.67
qlc.csv,0.55,0.43,0.49,0.76,0.78,0.56,0.36,0.58,0.48,0.58,0.52,0.44,0.83,0.51,0.57,0.46,0.0
somap.csv,0.48,0.39,0.4,0.38,0.43,0.39,0.32,0.46,0.47,0.38,0.39,0.36,0.4,0.42,0.4,0.36,0.56
wxcode.csv,0.71,0.98,0.46,0.62,0.56,0.6,0.39,0.57,0.8,0.9,0.67,0.48,0.8,0.77,0.86,0.77,0.71
xcf.csv,0.48,0.42,0.39,0.43,0.51,0.43,0.32,0.48,0.45,0.36,0.44,0.4,0.61,0.51,0.42,0.37,0.93
