,f1,g,recall,precision,pf,wins
autowikibrowser.csv,0.59,0.63,0.62,0.66,0.39,13
enzo.csv,0.57,0.5,0.79,0.44,0.79,4
hydrogen.csv,0.57,0.0,1.0,0.45,1.0,2
keyczar.csv,0.16,0.15,0.13,0.34,0.15,1
lphant.csv,0.6,0.61,0.7,0.62,0.4,14
lsb.csv,0.45,0.42,0.38,0.59,0.28,5
maya-work-in-progress.csv,0.67,0.69,0.88,0.54,0.61,15
mcore3d.csv,0.37,0.42,0.38,0.6,0.18,6
mscore.csv,0.64,0.65,0.82,0.53,0.59,10
natpad.csv,0.53,0.61,0.7,0.59,0.35,12
rocrail.csv,0.5,0.61,0.64,0.58,0.29,9
salasaga.csv,0.45,0.6,0.79,0.56,0.46,8
virtuoso.csv,0.58,0.17,0.95,0.46,0.91,3
xemeiah.csv,0.54,0.62,0.74,0.62,0.45,11
xined.csv,0.0,0.0,0.0,0.0,0.0,0
xtreemfs.csv,0.48,0.63,0.8,0.52,0.56,7
yield.csv,0.63,0.68,0.79,0.57,0.43,16
