,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.51,0.49,0.59,0.62,0.66,0.62,0.51,0.71,0.53,0.6,0.82,0.89,0.46,0.92,0.7,0.91,0.7
enzo.csv,0.53,0.66,0.86,0.97,0.96,0.75,0.76,0.69,0.8,0.6,0.95,0.68,1.0,0.56,0.82,0.95,0.79
hydrogen.csv,1.0,1.0,1.0,0.03,1.0,0.81,0.97,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.47
keyczar.csv,0.42,0.04,0.13,0.34,0.28,0.0,0.1,0.0,0.14,0.0,0.14,0.0,0.71,0.11,0.27,0.14,0.12
lphant.csv,0.47,0.74,0.92,0.5,0.7,0.81,0.81,0.81,0.45,0.5,0.73,0.36,0.35,0.46,0.82,0.95,0.67
lsb.csv,0.73,0.37,0.38,0.19,0.68,0.38,0.49,0.62,0.64,0.2,0.23,0.18,0.38,0.26,0.91,0.86,0.7
maya-work-in-progress.csv,0.91,0.74,0.9,0.78,0.88,0.88,0.93,0.88,0.71,0.9,0.82,0.5,0.71,0.96,0.89,1.0,0.81
mcore3d.csv,0.07,0.72,0.68,0.59,0.15,0.31,0.31,0.02,0.12,0.8,0.41,0.46,0.38,0.15,0.55,0.91,0.16
mscore.csv,0.31,0.75,0.94,0.84,0.7,0.81,0.94,1.0,0.75,0.9,0.82,0.93,0.44,0.98,0.77,0.95,0.79
natpad.csv,0.73,0.65,0.67,0.19,0.47,0.81,0.85,0.93,0.59,0.7,0.45,0.86,0.42,0.76,0.48,0.82,0.79
rocrail.csv,0.07,0.39,0.35,0.78,0.64,0.69,0.42,0.74,0.26,0.6,0.82,0.86,0.31,0.98,0.5,0.86,0.74
salasaga.csv,0.93,0.7,0.81,0.34,0.37,0.81,0.88,0.93,0.25,0.9,0.55,0.79,0.31,0.87,0.3,0.82,0.7
virtuoso.csv,0.07,1.0,0.98,1.0,0.82,1.0,0.97,0.52,1.0,0.3,0.95,0.0,0.52,0.99,0.91,1.0,0.26
xemeiah.csv,0.82,0.65,0.48,0.34,0.5,0.75,0.78,0.88,0.6,0.9,0.5,0.86,0.6,0.74,0.45,0.91,0.91
xined.csv,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.15,0.0,0.0,0.0,0.0
xtreemfs.csv,0.78,0.8,0.79,0.34,0.62,0.94,0.84,0.9,0.25,1.0,0.82,0.61,0.06,0.85,0.82,0.91,0.74
yield.csv,0.11,0.81,0.75,0.91,0.68,0.88,0.76,0.83,0.79,1.0,0.91,0.71,0.58,0.8,0.7,0.95,0.63
