,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.72,0.69,0.49,0.89,1.0,1.0,0.7,0.39,0.77
jicarilla.csv,0.06,0.0,0.24,0.01,0.0,0.03,0.04,0.44,0.19
optalgtoolkit.csv,0.22,0.32,0.54,0.44,0.3,0.19,0.48,0.89,0.39
oscarmcmaster.csv,0.35,0.47,0.24,0.52,0.62,0.68,0.15,0.44,0.3
ossim.csv,0.3,0.21,0.3,0.24,0.01,0.35,0.44,0.89,0.45
projectts.csv,0.69,0.85,0.32,0.61,0.95,0.94,0.33,0.44,0.67
sabbu.csv,0.26,0.56,0.14,0.48,0.55,0.06,0.52,0.17,0.69
vxl.csv,0.7,0.35,0.49,0.48,0.46,0.65,0.67,0.28,0.6
zact.csv,0.61,0.1,0.27,0.33,0.25,0.0,0.63,0.33,0.4
