,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.79,0.67,0.59,0.42,0.4,0.07,0.5,0.68,0.82,0.62,0.54,0.79,0.66,1.0,0.75,0.79,0.63,0.83
bigdata.csv,0.91,0.75,0.74,0.85,0.76,0.85,0.88,0.58,0.54,0.65,1.0,0.65,0.62,0.87,0.03,0.95,0.51,0.76
chaperon.csv,0.81,0.78,0.96,1.11,0.0,0.78,0.84,0.7,1.0,0.9,1.0,0.88,0.91,0.78,0.81,0.87,0.73,0.88
e-bio-flow.csv,0.73,0.91,0.0,0.55,1.11,0.9,0.84,0.9,0.91,0.83,0.61,0.59,0.67,0.94,0.75,0.72,0.73,0.76
exist.csv,0.87,0.71,0.65,0.75,1.01,0.51,0.81,0.04,0.61,0.71,0.67,1.0,0.75,0.46,0.6,0.56,0.45,0.7
freedom-erp.csv,0.98,0.95,0.8,1.0,0.75,0.71,0.89,0.97,0.99,0.98,0.03,1.0,0.98,1.0,0.93,1.0,0.98,0.97
geotools.csv,0.78,0.76,0.64,1.07,0.77,0.77,0.87,0.62,0.69,0.78,0.81,0.71,0.07,0.34,0.73,0.87,0.71,0.88
jaxlib.csv,0.95,0.82,1.0,0.0,1.01,0.98,1.0,0.98,1.0,0.85,0.99,1.0,0.86,1.0,0.96,0.9,0.95,0.8
jppf-project.csv,0.95,1.0,0.91,0.98,0.69,0.94,0.0,0.76,0.93,1.0,0.88,0.86,0.66,1.0,0.64,1.0,0.79,0.63
matrex.csv,0.85,0.57,0.76,0.64,0.75,0.58,0.75,0.83,0.03,0.74,0.5,0.72,0.76,0.77,0.8,0.8,0.78,0.94
mediate.csv,0.83,0.05,0.77,0.42,0.58,0.65,0.52,0.49,0.57,0.6,0.73,0.52,0.67,0.56,0.72,0.64,0.56,0.64
nunit.csv,0.75,0.69,0.75,0.77,1.0,0.69,0.7,0.72,0.82,0.74,0.67,0.72,0.78,0.75,0.82,0.89,0.05,0.78
octet.csv,0.61,0.81,0.6,1.03,1.03,0.64,0.66,0.69,0.66,0.73,0.76,0.14,0.58,0.48,0.93,0.95,0.53,0.45
pokenetonline.csv,0.7,0.71,0.6,0.88,0.84,0.76,0.66,0.55,0.63,0.04,0.89,0.58,0.54,0.66,0.77,0.68,0.54,0.49
reaper3d.csv,0.88,0.78,0.94,0.55,0.59,0.82,0.94,0.77,0.82,0.78,0.96,0.75,0.86,0.25,0.82,1.0,0.74,0.97
simplewebservices.csv,0.82,0.76,0.58,1.21,0.61,0.77,0.81,0.59,0.57,0.72,0.89,0.64,0.69,0.74,0.59,0.04,0.61,0.54
stajistics.csv,0.64,0.61,0.5,0.48,0.83,0.73,1.05,0.7,0.85,0.78,0.75,1.01,0.69,0.62,0.77,0.8,0.71,0.04
swtfox.csv,0.03,0.85,0.82,0.65,0.81,0.89,0.87,0.93,0.85,0.7,0.97,0.91,0.84,0.79,0.76,0.73,0.93,0.83
