,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,16.0,107.0,2.0,0.0,6.0,5.0
bigdata.csv,0.0,3.0,3.0,21.0,3.0,20.0,0.0,0.0,8.0,2.0,1.0,1.0,5.0,17.0,0.0,0.0,2.0,5.0
chaperon.csv,1.0,1.0,7.0,49.0,0.0,18.0,0.0,3.0,147.0,1.0,166.0,7.0,0.0,18.0,0.0,2.0,3.0,6.0
e-bio-flow.csv,0.0,3.0,0.0,7.0,51.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,12.0,33.0,0.0,0.0,0.0,4.0
exist.csv,3.0,0.0,1.0,8.0,51.0,5.0,0.0,0.0,1.0,0.0,0.0,57.0,4.0,5.0,0.0,6.0,0.0,0.0
freedom-erp.csv,2.0,0.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0,107.0,0.0,240.0,1.0,0.0
geotools.csv,0.0,0.0,4.0,49.0,0.0,11.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,8.0
jaxlib.csv,0.0,0.0,81.0,0.0,51.0,1.0,99.0,3.0,147.0,0.0,1.0,57.0,9.0,107.0,0.0,1.0,2.0,1.0
jppf-project.csv,0.0,2.0,1.0,24.0,10.0,22.0,0.0,10.0,2.0,0.0,1.0,5.0,5.0,18.0,0.0,0.0,1.0,7.0
matrex.csv,4.0,0.0,5.0,9.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,8.0,1.0,0.0,5.0,2.0
mediate.csv,2.0,0.0,7.0,10.0,8.0,16.0,0.0,3.0,1.0,2.0,4.0,6.0,2.0,13.0,0.0,3.0,0.0,10.0
nunit.csv,0.0,2.0,3.0,15.0,51.0,23.0,0.0,14.0,1.0,2.0,6.0,2.0,33.0,3.0,1.0,3.0,0.0,3.0
octet.csv,0.0,2.0,1.0,25.0,51.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,1.0
pokenetonline.csv,0.0,0.0,1.0,21.0,13.0,8.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,39.0,0.0,1.0,0.0,6.0
reaper3d.csv,0.0,2.0,2.0,7.0,13.0,20.0,0.0,10.0,2.0,3.0,1.0,3.0,35.0,0.0,0.0,240.0,0.0,11.0
simplewebservices.csv,0.0,2.0,1.0,49.0,1.0,21.0,0.0,7.0,4.0,0.0,1.0,4.0,9.0,40.0,0.0,0.0,0.0,6.0
stajistics.csv,0.0,2.0,0.0,8.0,9.0,13.0,0.0,11.0,0.0,3.0,4.0,57.0,22.0,13.0,0.0,3.0,0.0,1.0
swtfox.csv,0.0,2.0,1.0,12.0,18.0,20.0,0.0,11.0,2.0,2.0,3.0,5.0,35.0,18.0,0.0,0.0,0.0,11.0
