,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.29,0.42,0.63,0.87,0.74,0.94,0.66,0.4,0.21,0.52,0.7,0.43,0.54,0.0,0.34,0.27,0.45,0.23
bigdata.csv,0.37,0.32,0.34,0.47,0.29,0.46,0.39,0.55,0.63,0.46,0.0,0.47,0.51,0.43,0.99,0.21,0.61,0.31
chaperon.csv,0.26,0.36,0.09,0.0,1.0,0.31,0.35,0.42,0.0,0.12,0.0,0.17,0.13,0.29,0.25,0.17,0.34,0.16
e-bio-flow.csv,0.43,0.12,1.0,0.54,0.0,0.14,0.2,0.16,0.29,0.2,0.65,0.48,0.44,0.14,0.33,0.4,0.41,0.31
exist.csv,0.21,0.56,0.5,0.49,0.0,0.62,0.24,0.96,0.46,0.35,0.65,0.0,0.32,0.79,0.47,0.53,0.63,0.35
freedom-erp.csv,0.02,0.06,0.24,0.0,0.29,0.35,0.13,0.04,0.01,0.02,0.99,0.0,0.02,0.0,0.09,0.0,0.02,0.04
geotools.csv,0.35,0.46,0.44,0.0,0.29,0.29,0.25,0.5,0.4,0.27,0.24,0.34,0.94,0.75,0.34,0.18,0.36,0.16
jaxlib.csv,0.06,0.21,0.0,1.0,0.0,0.02,0.0,0.02,0.0,0.18,0.01,0.0,0.17,0.0,0.05,0.12,0.06,0.24
jppf-project.csv,0.23,0.0,0.35,0.09,0.61,0.24,1.0,0.55,0.29,0.0,0.41,0.45,0.68,0.05,0.64,0.0,0.52,0.61
matrex.csv,0.21,0.59,0.34,0.52,0.29,0.58,0.29,0.2,0.97,0.31,0.77,0.34,0.3,0.29,0.28,0.41,0.29,0.09
mediate.csv,0.35,0.96,0.53,0.87,0.53,0.62,0.55,0.63,0.69,0.6,0.48,0.59,0.5,0.61,0.55,0.51,0.67,0.64
nunit.csv,0.34,0.46,0.31,0.48,0.0,0.42,0.39,0.44,0.21,0.41,0.41,0.34,0.42,0.29,0.23,0.15,0.96,0.27
octet.csv,0.6,0.53,0.59,0.28,0.0,0.69,0.55,0.65,0.41,0.32,0.59,0.88,0.55,0.63,0.29,0.21,0.54,0.61
pokenetonline.csv,0.42,0.4,0.64,0.41,0.28,0.59,0.55,0.62,0.58,0.99,0.37,0.48,0.6,0.58,0.55,0.43,0.62,0.73
reaper3d.csv,0.15,0.51,0.09,0.54,0.53,0.37,0.17,0.47,0.36,0.43,0.05,0.33,0.43,0.79,0.25,0.0,0.36,0.23
simplewebservices.csv,0.39,0.55,0.65,0.0,0.52,0.46,0.51,0.59,0.62,0.59,0.37,0.47,0.5,0.49,0.59,0.97,0.57,0.61
stajistics.csv,0.5,0.55,0.62,0.84,0.29,0.41,0.28,0.55,0.21,0.5,0.32,0.0,0.52,0.52,0.5,0.26,0.5,0.97
swtfox.csv,0.98,0.24,0.46,0.51,0.52,0.32,0.44,0.37,0.47,0.43,0.09,0.39,0.48,0.54,0.54,0.57,0.37,0.49
