,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.65,0.7,0.44,0.41,0.56,0.68,0.45,0.65,0.94,0.46,0.32,0.52,0.56,0.75,0.52,0.76,0.66,0.82
bigdata.csv,0.43,0.71,0.57,0.33,0.75,0.43,0.37,0.45,0.4,0.5,0.31,0.47,0.45,0.41,0.42,0.35,0.53,0.68
chaperon.csv,0.88,0.72,0.93,0.48,0.75,0.73,0.65,0.74,0.0,0.88,0.0,0.9,0.98,0.76,0.94,0.97,0.93,0.93
e-bio-flow.csv,0.58,0.88,0.6,0.92,0.65,0.98,0.94,0.97,0.72,0.91,0.4,0.73,0.72,0.82,0.82,0.63,0.72,0.86
exist.csv,0.67,0.4,0.45,0.39,0.86,0.47,0.79,0.45,0.64,0.67,0.29,0.8,0.63,0.51,0.44,0.54,0.63,0.86
freedom-erp.csv,0.83,0.5,0.86,0.5,0.5,0.89,0.9,0.75,0.0,0.0,0.41,0.0,0.89,0.0,0.95,0.0,0.5,0.0
geotools.csv,0.54,0.56,0.79,0.56,0.7,0.97,0.74,0.56,0.67,0.89,0.96,0.67,0.7,0.76,0.79,0.97,0.82,0.93
jaxlib.csv,0.67,0.89,0.0,0.5,0.8,0.86,0.0,0.8,0.0,0.89,0.5,0.0,0.97,0.0,0.92,0.95,0.86,0.89
jppf-project.csv,0.4,0.32,0.41,0.31,0.44,0.4,0.35,0.41,0.37,0.33,0.34,0.49,0.38,0.38,0.43,0.35,0.4,0.39
matrex.csv,0.8,0.51,0.56,0.5,0.67,0.52,0.74,0.96,0.46,0.78,0.33,0.8,0.75,0.8,0.7,0.62,0.76,0.9
mediate.csv,0.48,0.46,0.41,0.5,0.5,0.49,0.53,0.46,0.38,0.42,0.4,0.53,0.45,0.48,0.45,0.51,0.43,0.44
nunit.csv,0.63,0.66,0.65,0.38,0.75,0.68,0.53,0.6,0.94,0.58,0.55,0.75,0.68,0.89,0.86,0.97,0.89,0.94
octet.csv,0.48,0.36,0.37,0.3,0.58,0.36,0.38,0.4,0.6,0.67,0.31,0.83,0.48,0.6,0.4,0.35,0.67,0.56
pokenetonline.csv,0.56,0.57,0.42,0.3,0.58,0.37,0.39,0.46,0.44,0.38,0.3,0.86,0.44,0.47,0.38,0.59,0.48,0.45
reaper3d.csv,0.83,0.51,0.83,0.92,0.88,0.65,0.94,0.62,0.76,0.66,0.9,0.93,0.67,0.83,0.98,0.0,0.86,0.5
simplewebservices.csv,0.42,0.42,0.4,0.39,0.47,0.59,0.4,0.51,0.44,0.44,0.31,0.61,0.5,0.47,0.55,0.58,0.56,0.63
stajistics.csv,0.56,0.55,0.44,0.44,0.72,0.74,0.48,0.49,0.83,0.51,0.78,0.86,0.56,0.78,0.54,0.87,0.6,0.61
swtfox.csv,0.72,0.94,0.61,0.57,0.47,0.71,0.53,0.44,0.47,0.7,0.96,0.53,0.56,0.48,0.6,0.49,0.56,0.56
