,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.25,0.38,0.67,1.0,0.75,0.93,0.67,0.35,0.18,0.5,0.77,0.43,0.54,0.0,0.3,0.23,0.4,0.2
bigdata.csv,0.75,0.28,0.3,1.0,0.25,0.93,0.87,0.53,0.64,0.43,1.0,0.43,0.48,0.88,1.0,0.99,0.6,0.27
chaperon.csv,0.22,0.33,0.07,0.0,1.0,0.27,0.33,0.38,0.0,0.1,0.0,0.14,0.11,0.25,0.21,0.14,0.3,0.13
e-bio-flow.csv,0.4,0.1,1.0,0.5,0.0,0.12,0.17,0.13,0.27,0.17,0.74,0.43,0.4,0.12,0.29,0.37,0.38,0.27
exist.csv,0.18,0.62,0.47,0.5,0.0,0.61,0.2,0.96,0.41,0.3,0.81,0.0,0.28,0.88,0.42,0.49,0.6,0.3
freedom-erp.csv,0.02,0.05,0.2,0.0,0.25,0.3,0.11,0.03,0.01,0.02,0.99,0.0,0.02,0.0,0.07,0.0,0.02,0.03
geotools.csv,0.32,0.46,0.4,0.0,0.25,0.25,0.22,0.47,0.36,0.23,0.2,0.29,0.93,0.75,0.3,0.15,0.32,0.13
jaxlib.csv,0.05,0.18,0.0,1.0,0.0,0.02,0.0,0.02,0.0,0.15,0.01,0.0,0.14,0.0,0.04,0.1,0.05,0.2
jppf-project.csv,0.82,1.0,0.9,1.0,0.75,1.0,1.0,0.67,0.89,1.0,0.91,1.0,0.89,0.88,0.75,1.0,0.65,0.67
matrex.csv,0.18,0.59,0.3,0.5,0.25,0.57,0.25,0.17,0.97,0.27,0.89,0.29,0.26,0.25,0.24,0.4,0.25,0.07
mediate.csv,0.32,0.95,0.63,1.0,0.5,0.71,0.5,0.61,0.77,0.63,0.48,0.57,0.48,0.62,0.6,0.49,0.72,0.73
nunit.csv,0.3,0.44,0.27,0.5,0.0,0.38,0.35,0.42,0.18,0.38,0.37,0.29,0.4,0.25,0.19,0.12,0.95,0.23
octet.csv,0.62,0.9,0.6,0.5,0.0,0.89,0.57,0.86,0.37,0.28,0.94,0.86,0.53,0.62,0.85,0.98,0.5,0.57
pokenetonline.csv,0.38,0.36,0.7,1.0,0.25,0.88,0.57,0.62,0.6,1.0,0.91,0.43,0.59,0.62,0.75,0.39,0.62,0.8
reaper3d.csv,0.12,0.59,0.07,0.5,0.5,0.34,0.14,0.48,0.34,0.42,0.04,0.29,0.46,0.75,0.21,0.0,0.32,0.77
simplewebservices.csv,0.38,0.69,0.7,0.0,0.5,0.46,0.7,0.59,0.64,0.75,0.94,0.43,0.49,0.5,0.6,0.96,0.57,0.6
stajistics.csv,0.48,0.54,0.6,1.0,0.25,0.38,0.42,0.6,0.18,0.55,0.28,0.0,0.53,0.5,0.54,0.22,0.5,0.97
swtfox.csv,0.98,0.21,0.5,0.5,0.75,0.3,0.55,0.68,0.67,0.4,0.07,0.71,0.66,0.75,0.65,0.68,0.38,0.77
