,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.0,2.0,2.0,0.0,8.0,2.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
crisscross.csv,2.0,2.0,0.0,2.0,68.0,0.0,59.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
gisgraphy.csv,0.0,14.0,35.0,0.0,16.0,0.0,6.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0
glelite.csv,0.0,17.0,17.0,0.0,25.0,0.0,14.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0
gnome-jabber.csv,9.0,4.0,33.0,0.0,22.0,0.0,13.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0
ivataopenportal.csv,4.0,17.0,6.0,0.0,25.0,0.0,11.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
mb-unit.csv,0.0,2.0,2.0,0.0,9.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mvdsv.csv,604.0,56.0,120.0,680.0,0.0,215.0,59.0,149.0,54.0,96.0,0.0,130.0,257.0,69.0
nova.csv,0.0,0.0,2.0,0.0,68.0,0.0,59.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0
olex2.csv,5.0,0.0,0.0,0.0,11.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
openwbem.csv,0.0,0.0,8.0,0.0,36.0,0.0,59.0,0.0,1.0,3.0,0.0,9.0,0.0,1.0
tencompetence.csv,0.0,0.0,25.0,0.0,68.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
xcmetadataservicestoolkit.csv,5.0,12.0,1.0,4.0,17.0,4.0,59.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
