,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.63,0.88,0.52,0.48,0.47,0.43,0.47,0.44,0.38,0.9,0.53,0.49,0.61,0.57
crisscross.csv,0.98,0.8,0.9,0.99,0.0,0.94,0.86,0.92,0.75,0.92,0.94,0.89,0.97,0.68
gisgraphy.csv,0.78,0.51,0.56,0.6,0.64,0.95,0.92,0.82,0.81,0.89,0.86,0.65,0.88,0.73
glelite.csv,0.48,0.42,0.45,0.4,0.36,0.41,0.34,0.39,0.33,0.52,0.49,0.34,0.45,0.31
gnome-jabber.csv,0.53,0.47,0.46,0.43,0.38,0.43,0.38,0.39,0.36,0.52,0.53,0.38,0.49,0.3
ivataopenportal.csv,0.62,0.56,0.84,0.53,0.35,0.57,0.52,0.49,0.44,0.41,0.6,0.5,0.54,0.47
mb-unit.csv,0.49,0.75,0.51,0.45,0.36,0.42,0.34,0.39,0.34,0.36,0.5,0.44,0.5,0.33
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.59,0.75,0.62,0.49,0.79,0.81,0.48,0.63,0.38,0.5,0.65,0.55,0.71,0.54
olex2.csv,0.67,0.67,0.58,0.53,0.53,0.6,0.42,0.81,0.35,0.57,0.62,0.53,0.62,0.36
openwbem.csv,0.64,0.56,0.67,0.47,0.35,0.5,0.58,0.43,0.45,0.73,0.65,0.56,0.5,0.32
tencompetence.csv,0.74,0.5,0.72,0.85,0.5,0.57,0.93,0.67,0.6,0.86,0.78,0.93,0.63,0.61
xcmetadataservicestoolkit.csv,0.51,0.49,0.52,0.5,0.36,0.4,0.53,0.43,0.4,0.37,0.55,0.44,0.47,0.32
