,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.63,0.44,0.5,0.67,0.36,0.62
aztec.csv,0.48,0.8,0.86,0.86,0.44,0.37
mplayer-ce.csv,0.44,0.56,0.56,0.43,0.33,0.56
qmmp.csv,0.45,0.54,0.47,0.51,0.35,0.39
synergyspace.csv,0.8,0.94,0.87,0.95,0.96,0.99
xtreemfs.csv,0.48,0.59,0.55,0.75,0.37,0.37
