,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.72,0.07,0.25,0.63,0.91,0.53
aztec.csv,0.62,0.23,0.14,0.71,0.97,0.46
mplayer-ce.csv,0.53,0.05,0.23,0.6,0.87,0.59
qmmp.csv,0.49,0.09,0.19,0.75,0.88,0.46
synergyspace.csv,0.8,0.06,0.42,0.59,0.78,0.54
xtreemfs.csv,0.55,0.14,0.3,0.58,0.95,0.45
