,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.7,0.13,0.65,0.34,0.78,0.51
aztec.csv,0.65,0.79,0.14,0.1,0.75,0.49
mplayer-ce.csv,0.44,0.39,0.59,0.67,0.61,0.58
qmmp.csv,0.33,0.49,0.51,0.7,0.67,0.41
synergyspace.csv,0.11,0.05,0.65,0.25,0.07,0.34
xtreemfs.csv,0.46,0.79,0.5,0.26,0.84,0.13
