,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.52,0.99,0.73,0.59,0.49,0.76,0.6,0.64,0.38
barracudamvc.csv,0.88,0.96,1.0,1.0,0.96,1.0,0.97,0.92,0.93
ingex.csv,0.22,0.37,0.23,0.23,0.18,0.4,0.33,0.16,0.93
jgnash.csv,0.31,0.53,0.16,0.06,0.18,0.92,0.13,0.2,0.17
jsr308-langtools.csv,0.64,0.38,0.74,0.77,0.49,0.84,1.0,0.52,0.72
owlapi.csv,0.0,0.02,0.01,0.03,0.06,0.08,0.1,0.96,0.0
owlib.csv,0.98,0.43,0.62,0.44,0.2,0.6,0.6,0.52,0.66
sidekar.csv,0.39,0.91,0.5,0.97,0.39,0.8,0.97,0.72,0.72
springside.csv,0.57,0.5,0.67,0.75,0.96,0.76,0.8,0.44,0.66
