,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.66,0.12,0.0,0.64,0.47,0.2,0.39,0.72,0.35,0.22,0.68,0.36,0.48,0.45
awemud.csv,0.74,0.23,0.33,0.56,0.75,0.56,0.51,0.74,0.65,0.2,0.67,0.33,0.78,0.49
buddata-ebxml-registry.csv,0.83,0.39,0.49,0.65,0.78,0.58,0.56,0.59,0.67,0.18,0.66,0.33,0.95,0.37
cornerstone.csv,0.1,0.26,0.0,0.07,0.62,0.04,0.06,0.0,0.71,0.11,0.14,0.38,0.39,0.16
firebreath.csv,0.66,0.06,0.1,0.63,0.59,0.55,0.59,0.53,0.57,0.12,0.57,0.33,0.54,0.5
lsb.csv,0.74,0.7,0.49,0.58,0.67,0.53,0.3,0.42,0.58,0.26,0.63,0.35,0.35,0.43
maya-work-in-progress.csv,0.75,0.44,0.6,0.59,0.74,0.57,0.51,0.77,0.68,0.21,0.67,0.33,0.76,0.41
mia.csv,0.23,0.2,0.39,0.32,0.09,0.42,0.26,0.56,0.53,0.31,0.46,0.06,0.11,0.32
open-beos.csv,0.84,0.27,0.51,0.64,0.57,0.63,0.44,0.48,0.54,0.16,0.68,0.24,0.67,0.52
qgis.csv,0.69,0.11,0.4,0.64,0.53,0.5,0.42,0.61,0.61,0.16,0.5,0.4,0.7,0.47
rocrail.csv,0.76,0.08,0.19,0.55,0.72,0.55,0.51,0.65,0.57,0.22,0.57,0.41,0.82,0.62
rtb-team.csv,0.62,0.04,0.75,0.48,0.03,0.35,0.3,0.31,0.49,0.12,0.3,0.33,0.59,0.39
tradelink.csv,0.67,0.2,0.29,0.51,0.5,0.38,0.09,0.3,0.22,0.12,0.28,0.43,0.85,0.36
upp-mirror.csv,0.6,0.68,0.14,0.47,0.72,0.46,0.45,0.47,0.39,0.2,0.36,0.37,0.59,0.46
