,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.38,0.24,0.52,0.73,0.55
ingex.csv,0.39,0.32,0.58,0.39,0.36
jgnash.csv,0.5,0.44,0.52,0.46,0.42
openefm.csv,0.62,0.27,0.42,0.43,0.24
synecdoche.csv,0.48,0.26,0.25,0.25,0.65
