,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.83,0.7,0.85,0.32,0.98
ingex.csv,0.69,0.55,0.49,0.71,0.77
jgnash.csv,0.56,0.44,0.61,0.66,0.76
openefm.csv,0.41,0.63,0.67,0.67,0.85
synecdoche.csv,0.66,0.69,0.83,0.87,0.42
