,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.58,0.6,0.86,0.78,0.93
ingex.csv,0.36,0.72,0.59,0.32,0.34
jgnash.csv,0.58,0.6,0.66,0.51,0.48
openefm.csv,0.67,0.48,0.38,0.37,0.17
synecdoche.csv,0.7,0.68,0.21,0.24,0.62
