,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.37,0.43,0.56,0.47,0.25,0.42,0.24,0.62,1.0,0.76,0.48,0.12,0.41,0.33,0.59,0.31,0.67,0.48
bscwweasel.csv,0.03,0.0,0.34,0.05,0.95,0.3,0.0,0.06,0.0,0.15,0.1,0.0,0.22,0.09,0.0,0.27,0.05,0.09
capcode.csv,0.34,0.0,0.17,0.2,0.15,0.08,0.91,0.21,0.29,0.26,0.38,0.21,0.33,0.11,0.11,0.26,0.09,0.13
dspace-gsoc.csv,0.42,0.63,0.69,0.62,0.19,0.41,0.27,0.59,0.29,0.68,1.0,0.05,0.3,0.26,0.28,0.36,0.65,0.52
emite.csv,0.42,0.47,0.33,0.47,0.25,0.37,0.14,0.48,0.71,0.66,0.3,0.12,0.36,0.24,0.95,0.34,0.57,0.39
fbmanager.csv,0.44,0.61,0.48,0.97,0.15,0.53,0.21,0.51,0.3,0.39,0.63,0.08,0.4,0.28,0.06,0.41,0.42,0.29
freenet.csv,0.52,0.24,0.59,0.48,0.11,0.44,0.22,0.98,0.75,0.61,0.73,0.06,0.42,0.24,0.21,0.39,0.39,0.44
geogebra.csv,0.08,0.11,0.68,0.15,0.21,0.37,0.18,0.66,0.2,0.66,0.48,0.07,0.49,0.23,0.28,0.97,0.32,0.43
megameknet.csv,0.53,0.34,0.58,0.58,0.21,0.47,0.23,0.71,0.69,0.7,0.58,0.11,0.97,0.3,0.39,0.4,0.75,0.41
ondex.csv,0.22,0.09,0.49,0.21,0.18,0.36,0.27,0.64,0.07,0.59,0.15,0.14,0.44,0.97,0.3,0.39,0.13,0.38
onotoa.csv,0.69,0.45,0.81,0.69,0.22,0.48,0.29,0.76,0.68,1.0,0.68,0.05,0.31,0.27,0.57,0.33,0.8,0.42
paintown.csv,0.99,0.6,0.6,0.71,0.24,0.58,0.25,0.64,0.54,0.59,0.5,0.14,0.4,0.3,0.49,0.4,0.59,0.48
powerfolder.csv,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.01,0.0,0.0,0.05,1.0,0.05,0.06,0.0,0.0,0.0,0.0
retromenu.csv,0.2,0.28,0.35,0.11,0.15,1.0,0.19,0.52,0.1,0.23,0.05,0.36,0.41,0.21,0.11,0.41,0.17,0.4
smbopensoft.csv,0.6,0.96,0.72,0.56,0.23,0.43,0.22,0.55,0.69,0.5,0.77,0.14,0.45,0.32,0.33,0.41,0.44,0.46
triplea.csv,0.63,0.67,1.0,0.61,0.21,0.48,0.19,0.8,0.74,0.62,0.71,0.12,0.49,0.26,0.47,0.43,0.63,0.47
tweetsharp.csv,0.42,0.21,0.5,0.63,0.24,0.3,0.17,0.36,0.78,0.67,0.37,0.05,0.25,0.15,0.45,0.22,0.99,0.33
xamj.csv,0.6,0.62,0.7,0.66,0.2,0.49,0.29,0.68,0.58,0.73,0.59,0.1,0.38,0.32,0.5,0.39,0.62,0.99
