,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.68,0.64,0.61,0.52,0.53,0.56,0.54,0.46,0.47,0.4,0.61,0.48,0.56,0.58,0.46,0.7,0.56,0.68
bscwweasel.csv,0.0,0.0,0.89,0.67,0.94,0.83,0.8,0.83,0.0,0.86,0.8,0.67,0.91,0.9,0.0,0.95,0.0,0.83
capcode.csv,0.84,0.0,0.86,0.93,0.95,0.67,0.9,0.96,0.93,0.92,0.71,0.92,0.97,0.96,0.83,0.89,0.75,0.95
dspace-gsoc.csv,0.58,0.43,0.34,0.42,0.54,0.5,0.42,0.45,0.71,0.45,0.39,0.39,0.54,0.36,0.62,0.57,0.46,0.5
emite.csv,0.66,0.62,0.75,0.71,0.47,0.54,0.53,0.57,0.51,0.44,0.9,0.61,0.62,0.59,0.53,0.66,0.56,0.62
fbmanager.csv,0.64,0.32,0.71,0.47,0.95,0.46,0.54,0.55,0.8,0.75,0.48,0.62,0.78,0.48,0.67,0.5,0.8,0.74
freenet.csv,0.61,0.95,0.41,0.67,0.56,0.45,0.45,0.42,0.41,0.56,0.32,0.42,0.69,0.35,0.82,0.65,0.55,0.57
geogebra.csv,0.9,0.9,0.52,0.86,0.59,0.49,0.51,0.44,0.92,0.58,0.64,0.45,0.73,0.97,0.73,0.76,0.79,0.68
megameknet.csv,0.57,0.54,0.42,0.58,0.72,0.5,0.47,0.42,0.49,0.49,0.43,0.53,0.72,0.35,0.61,0.56,0.51,0.7
ondex.csv,0.92,0.88,0.62,0.75,0.71,0.5,0.72,0.44,0.8,0.53,0.75,0.72,0.69,0.97,0.86,0.96,0.67,0.84
onotoa.csv,0.45,0.36,0.33,0.42,0.5,0.37,0.43,0.41,0.39,0.39,0.39,0.38,0.51,0.46,0.43,0.48,0.44,0.53
paintown.csv,0.52,0.39,0.56,0.42,0.46,0.37,0.51,0.46,0.46,0.47,0.5,0.44,0.53,0.48,0.72,0.48,0.42,0.51
powerfolder.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.8,0.8,0.67,0.0,0.0,0.0,0.0
retromenu.csv,0.92,0.96,0.88,0.75,0.95,0.52,0.63,0.51,0.83,0.92,0.5,0.88,0.66,0.96,0.8,0.71,0.75,0.95
smbopensoft.csv,0.48,0.44,0.46,0.47,0.91,0.54,0.54,0.52,0.41,0.49,0.35,0.47,0.61,0.37,0.92,0.5,0.5,0.55
triplea.csv,0.53,0.29,0.41,0.51,0.52,0.41,0.47,0.37,0.49,0.48,0.35,0.46,0.5,0.44,0.48,0.52,0.57,0.51
tweetsharp.csv,0.74,0.9,0.46,0.45,0.75,0.72,0.83,0.79,0.44,0.41,0.57,0.41,0.66,0.45,0.55,0.68,0.46,0.69
xamj.csv,0.5,0.39,0.32,0.58,0.69,0.42,0.39,0.41,0.59,0.47,0.52,0.5,0.51,0.35,0.66,0.48,0.54,0.66
