,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,1.0,0.0,6.0,0.0,68.0,4.0,0.0,1.0,0.0,0.0,1.0
crisscross.csv,1.0,20.0,0.0,0.0,68.0,0.0,2.0,0.0,1.0,3.0,9.0
cubefs.csv,2.0,6.0,8.0,1.0,23.0,1.0,2.0,0.0,0.0,0.0,3.0
gisgraphy.csv,2.0,10.0,33.0,0.0,6.0,0.0,0.0,0.0,1.0,131.0,0.0
iaml.csv,7.0,5.0,37.0,0.0,23.0,0.0,0.0,2.0,1.0,3.0,1.0
ivataopenportal.csv,5.0,17.0,22.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,1.0
mb-unit.csv,0.0,0.0,13.0,0.0,9.0,1.0,1.0,0.0,0.0,22.0,0.0
mvdsv.csv,0.0,56.0,120.0,0.0,0.0,215.0,244.0,110.0,54.0,131.0,69.0
nova.csv,0.0,0.0,9.0,0.0,68.0,0.0,0.0,0.0,0.0,2.0,0.0
openwbem.csv,0.0,20.0,15.0,0.0,24.0,0.0,0.0,0.0,1.0,3.0,0.0
xcmetadataservicestoolkit.csv,2.0,1.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,1.0
